category	gtdbtk.tax	phylum	class	order	family	genus	species	Group	LDA	P.VALUE	MAG.ID	category	WW	WOW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW
MAG4365	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter sp000177015	WW	3.127794095	7.99E-08	MAG4365	MAG4365	2745.895439	1673.932198	1248.22	1779.57	2770.04	2552.77	3765.56	4036.13	2056.84	3421.03	2233.59	3321.83	3697.65	5540.56	11382.04	3169.1	3095.46	2217.57	3263.13	2443.07	2434.86	2966.48	2383.41	2390.45	2319.05	2197.09	6179.91	1974.8	1589.04	2647.16	2683.55	3746.87	3773.89	1776.53	1323.74	2812.48	2883.99	2006.99	1813.82	521.54	279.19	1519.35	1543.94	301.49	2516.31	8118.83	5331.47	5622.79	3209.28	1153.29	1571.48	6037.46	1625.23	6062.13	4204.3	6433.54	2835.81	1880.89	985.04	1129.68	1255.36	2455.62	1414.01	2511.38	4591.23	2764.43	2686.11	4613.83	3767.68	1865.63	855.28	1081.05	4427.35	3298.75	6554.73	1629.96	1537.43	802.81	1528.94	3516.24	1016.63	1241.31	1287.01	1408.35	2049.11	892.3	2663.98	3344.31	3705.03	2266.8	1266.49	2586.54	3159.01	2475.81	1237.88	2486.2	1531.08	2542.37	4774.77	3979.5	4661.59	2332.72	1034.74	2316.32	2269.94	5900.19	1755.03	3260.87	1372.78	2856.27	772.73	4157.76	1208.63	3100.24	1253.3	925.36	1388.93	876.63	634.47	718.24	556.9	1190.21	922.92	910.62	847.62	808.21	322.52	711.69	461.73	2130.32	1568.5	5341.87	2838.92	3373.44	4896.58	5301.03	4408.51	3130.48	3863.84	2903.68	1052.93	4759.61	7522.78	1948.23	1119.26	991.75	1049.9	1350.23	1081.94	1184.68	1568.23	1843.74	1597.57	1178.31	1582.22	1808.48	1652.94	1043.69	1490.58	1979.18	1653.15	1068.09	1833.57	1486.18	1090.26	1244.83	1680.93	1459.69	1117.75	1281.2	1739.75	1446.87	1004.82	1174.55	1193.38	941.35	1660.08	581.27	1002.06	712.59	4247.22	738.07	1462.95	1028.93	1085.78	1497.44	2045.43	1111.55	414.92	608.48	780	961.51	383.97	1408.58	421.94	861.9	678.47	1148.46	1259.06	923.33	1112.8	2357.43	3513.93	3812.36	813.84	2467.9	1895.1
MAG717	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900541915	WW	3.016881247	8.04E-22	MAG717	MAG717	1106.562281	52.12703297	37.59	207.93	122.05	60	66.59	66.97	16.45	93.17	208.5	31.36	76.55	157.54	37.51	15.31	157.12	102.15	173.5	246.14	50.91	23.67	47.9	14.5	40.7	93.43	282.4	130.93	89.76	23.14	20.03	104.96	326.51	948.58	489.64	1101.65	392.5	110.03	15951.48	3499.66	5771.01	65.28	1307.62	8285.22	22980.62	2092.08	6605.47	5415.05	7170.55	11550.63	159.07	289.74	631.12	1072.27	291.41	359.96	771.34	384.96	257.74	169.14	40.51	225.85	555.9	349.92	24.57	159.51	380.03	89.47	99.61	290.83	437.49	416.4	514.15	339.57	538.33	313.21	233.75	7.07	62.99	626.06	399.04	173.95	296.95	35.71	295.1	8.31	1251.79	1664.91	818.61	606.83	383.43	1097.21	80.81	26.18	861.67	6.76	68.06	9.09	399.08	379.12	484.45	99.75	52.55	290.21	1083.34	147.79	910.6	227.02	1494.2	432.23	1284.13	234.18	410.74	1507.29	1549.32	123.38	22.07	9.79	9.52	7.39	9.08	8.58	10.18	9.65	10.62	8.96	9.58	277.21	106.96	14.03	12.94	162.34	275.53	288.7	63.71	34.95	68.95	20.79	142.07	311.07	9.87	66.36	459.34	6.27	6.9	20.98	55.39	6.38	76.43	9.74	11.37	9.66	9.18	7.99	10.8	10.97	7.59	12.15	15.17	15.08	11.16	12.58	13.74	8.43	6.88	9.77	8.41	9.54	8.11	7.08	6.61	14.71	13.76	14.97	12.6	14.87	15.11	11.57	11.5	14.6	12.82	13.96	16.85	13.11	11.64	62.94	14.44	18.51	19.06	12.11	14.55	9.92	8.82	15.14	10.92	6.19	7.83	7.23	7.55	35.58	11.8	345.32	258.98	62.35	29.59	591.8	176.26
MAG850	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp900541915	WW	3.227367733	3.35E-18	MAG850	MAG850	1333.911053	48.36296703	37.48	190.58	96.63	54.72	62.37	52.43	27.77	83.3	169.44	24.04	53.91	123.74	29.72	17.22	135.69	80.86	150.28	224.27	43.53	31.87	37.78	13.11	38.58	71.81	266.43	108.15	78.63	15.21	18.69	81.56	226.08	1071.9	470.2	1143.1	448.21	108.09	118.75	53.62	49.13	2.51	15.75	51.61	278.22	411.03	42.87	24.93	51.56	71.49	262.85	9654.24	28683.92	15617.34	6212.39	28589.88	7696.05	22566.27	286.03	181.19	43.39	252.34	530.95	323.01	22.54	169.51	388.21	78.85	99.57	335.58	446.92	373.75	516.87	358.09	485.57	289.69	265.37	2.42	55.5	652.44	398.09	185.57	321.16	37.5	299.08	3.92	1344.9	1782.38	795.78	573.65	346.54	1155.47	69.15	17.68	817.57	4.09	60.46	5.12	399.56	410.16	467.12	93.19	54.37	288.01	1135.15	145.24	939.51	229.06	1552.25	445.15	1342.84	228.23	416.06	1500.56	1572.72	128.99	18.22	6.79	7.11	4.85	5.77	9.9	6.99	3.09	11.7	7.22	1.63	293.87	111.05	8.5	9.19	142.11	213.04	248.64	48.61	24.83	61.23	19.36	127.31	311.13	10.76	68.47	469.39	17.41	12.73	26.03	55.32	12.69	68.79	5.4	14.93	2.3	8.58	5.6	13.83	1.74	8.32	4.5	14.78	1.59	5.91	4.72	2.17	2.96	2.59	3.13	3.95	3.35	2.43	3.76	3.52	3.49	2.74	3.77	4.12	3.35	4.13	14.14	28.43	20.32	6.87	9.92	15.22	5.34	8.25	48.27	8.73	14.08	9.95	5.6	8.28	7.78	5.22	6.39	25.98	23.39	18.84	6.14	30.68	37.23	31.42	389.74	208.97	58.44	93.72	534.25	134.05
MAG1552	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A mortiferum	WW	3.083362464	7.15E-07	MAG1552	MAG1552	1617.140789	127.4583516	28.43	5.78	857.24	132.45	19.39	24.4	3878.17	714.82	131.01	363.11	117.97	10.29	52.29	12.13	22.62	19.26	151.74	23.06	55.07	264.82	35.42	101.36	12.74	61.81	4620.39	34.01	531.08	82.65	60.08	111.04	1.52	1.77	46.7	1.69	1.66	12.6	110.89	8466.44	29163.1	392.48	13832.44	19885.99	8303.19	1485.52	797.91	4946.94	5975.58	27748.47	720.87	439.65	1249.42	163.91	216.81	549.35	142.42	187.85	1300.18	3490.86	132.78	733.21	185.11	548.21	11.15	47.38	47.84	27.4	8.58	52.94	553.45	176.37	247.69	123.61	32.37	51.23	47.32	4.89	59.21	45.73	339.67	27.39	19.91	49.6	12.78	16.06	1.13	2.15	1.32	14.37	7.9	163.28	10.96	3.65	13.67	1.13	4.82	20.02	11.72	21.49	22.45	52.28	72.17	12.49	25.5	16.21	24.13	51.4	205.58	7.34	246.55	20.19	54.16	386.47	3404.07	33702.73	5.88	45.07	48.53	14.59	11.16	4.36	87.18	869.4	243.07	405.71	1393.52	9.68	841.78	5.74	14.02	27.94	11.87	23.69	25.43	12.03	16.22	12.86	11.64	11.07	9.23	11.66	24.33	303.85	78.31	34.66	423.9	142.67	2142.9	1.6	1.04	0.69	1.47	1.88	1.21	0.54	1.01	1.84	1.39	0.84	1.83	2.15	0.83	18.17	2.66	1.97	4.41	18.07	1.84	1.79	3.52	11.84	1.86	2.11	2.13	2.01	4	236.99	624.25	311.62	42.86	33.97	11.4	4.13	8.62	30.91	15.6	17.42	36.28	42.89	11.1	8.26	12.12	7.58	3.23	1064.21	100.28	13.37	372.88	704.08	373.29	0.96	1.37	1.2	7.4	79.31	2.48
MAG4290	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A mortiferum	WW	3.098604227	2.97E-07	MAG4290	MAG4290	1574.162895	67.91	29.71	6.2	196.75	163.39	13.91	25.96	4648.46	169.85	62.62	94.84	36.73	7.37	45.14	5.88	10.71	24.5	36.07	20.01	61.93	173.89	47.57	19.42	15.67	64.06	4721.76	38.07	276.03	68.77	49.4	143.23	0.8	1.98	82.96	2.88	1.64	3.44	120.04	10226.02	14347.98	186.09	10728.8	16214.23	6368.05	1077.19	764.7	4910.94	2294.55	23681.3	474.38	499.09	1400.23	171.08	213.77	622.07	155.01	217.86	886.04	3498.18	88.31	636.21	198.3	561.67	7.9	34.59	45.18	21.31	6.27	29.04	464.12	164.49	256.52	137.5	34.72	50.45	36.98	2.84	31.64	54.27	377.65	14.77	10.41	28.89	6.81	5.18	1.02	2.77	0.79	17.04	6.94	172.84	16.31	1.14	12.81	1.37	5.51	23	7.11	17.55	21.28	39.89	70.37	9.14	24.62	9.9	20.2	49.03	197.11	8.4	263.94	18.29	57.64	2003.01	21119.71	41520.62	7.09	50.32	46.99	14.61	10.93	3.12	99.73	589.1	226.82	324.47	304.73	3.63	176.84	5.62	17.45	26.17	8.8	29.16	16.95	8.42	17.04	13.13	10.48	9.11	8.29	11.78	19.09	42.78	86.88	19.08	84.14	75.59	405.17	1.54	0.69	1.04	1.54	1.42	1.21	0.87	1.68	1.51	1.08	0.66	1.3	1.66	0.62	17.68	2.09	1.88	4.67	16.36	1.82	1.96	6.13	13	2	1.83	1.64	2.09	4.16	61.37	221.82	98.34	20.2	30.62	7.43	2.6	5.88	30.73	15.48	5.74	33.65	50.38	11.43	6.69	5.39	7.31	1.73	1124.57	34.23	3.95	399.7	643.28	376.78	0.77	0.56	0.6	17.26	92.75	0.93
MAG4311	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A mortiferum	WW	3.217121467	1.29E-07	MAG4311	MAG4311	2367.846579	68.91725275	33.33	4.34	151.35	193.2	19.81	31.15	4948.76	133.07	55.92	83.29	33.79	8	42.27	5.68	14.76	25.91	23.63	20.68	65.81	197.09	45.21	17.52	18.52	59.98	5084.03	37.3	300.11	78.68	46.73	144.72	0.72	1.29	52.36	0.66	0.84	7.41	143.32	9787.34	17012	165.52	11626.81	18235.83	7072.86	1256.81	946.14	5910.85	2857.49	23483.19	648.11	524.08	1617.06	184.69	241.99	724.5	160.79	232.74	1052.76	4328.31	83.36	699.42	155.53	508.74	5.8	10.61	52.42	24.51	4.77	16.88	436.94	137.07	281.71	119.55	37	25.34	34.42	1.94	38.77	57.59	383.09	15.44	7.58	34.24	6.66	4.92	0.97	2.61	0.7	19.03	7.33	170.09	15.33	0.65	10.17	1.04	7.55	18.72	7.08	15.67	19.43	44.77	115.52	8.59	21.14	8.44	23.38	50.2	157.99	5.99	309.81	16.09	46.29	482.25	3825.26	141137.01	4.63	45.94	44.96	14.22	10.85	2.23	89.69	637.75	239.69	341.08	285.02	2.61	184.01	5.05	16.25	26.71	9.07	24.58	12.93	8.81	13.44	8.48	9.45	9.07	7.76	9.36	11.08	35.19	85.54	24.75	77.46	74.77	365.45	1.19	1.13	0.58	0.6	1.19	1.11	0.65	0.67	1.35	1.08	0.47	1.06	1.44	0.62	2.06	1.35	1.13	1.59	2.31	1.17	0.98	1.4	2.43	1.11	1.37	1.32	0.93	2.23	55.64	229.26	93.54	20.71	33.54	12.44	2.38	4.66	38.37	16	5.08	41.45	58.3	9.58	6.35	4.05	7.92	1.7	1333.67	12.79	2.44	424.83	603.19	392.14	0.55	0.56	0.6	17.26	69.26	0.81
MAG2214	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A necrogenes	WW	3.488559476	1.62E-10	MAG2214	MAG2214	3531.808509	119.6942857	10.86	8.47	7542.51	110.56	63.22	33.22	2834.33	5949.41	856.62	2976.94	860.24	53.11	197.23	60.18	115.7	8.53	1356.49	12.86	44.33	1310.05	29.69	744.58	15.37	56.51	4078.27	39.17	2886.73	64.8	49.4	19.61	0.78	1.36	4.95	0.77	1.31	96.09	19	1627.97	121017.32	2097.72	35116.74	47646.85	34195.8	4077.08	1291.21	445.95	26667.2	70640.19	2692.84	60.58	162.17	25.17	24.67	61.84	27.4	61.17	5331.02	1661.92	433.34	1970.87	77.71	838.92	5.58	14.38	16.36	19.85	10.86	348.94	1010.92	345.73	337.13	87.27	7.99	84.91	108.16	17.19	242.86	19.94	229.67	122	65.16	234.19	41.95	23.44	0.73	1.15	1.28	2.74	1.29	17.53	1.78	0.63	2.13	1.08	1.82	3.05	7.66	2.91	7.25	251.45	81.36	60.32	65.04	14.22	70.61	36.32	151.05	2.53	326.85	21.68	18.27	53.17	430.86	6828.03	4.35	9.16	7.14	2.4	5.12	3.77	17.45	63.61	23.57	32.88	27.82	1.3	15.65	5.23	7.14	43.91	6.73	6.23	28	49.4	11.84	6.91	6.43	6.12	7.42	7.31	9.82	7.47	34.32	3.65	115.71	28.31	603.15	1.48	0.69	0.58	1.21	1.93	0.81	0.54	1.41	1.31	1	0.75	1.24	1.59	0.93	4.67	1.28	1.22	2.67	3.71	1.17	1.12	3.28	8.03	1.58	1.87	1.44	1.42	3.13	1895.11	3977.21	2075.53	189	31.24	56.5	2.47	5.05	4.15	6.82	7.04	7.58	8.81	6.45	4.86	4.51	3.59	1.59	160.91	838.86	9	37.84	127.46	122.13	0.55	0.64	2.11	19.73	23.35	0.71
MAG2227	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A necrogenes	WW	3.433479683	1.39E-09	MAG2227	MAG2227	3113.480877	102.7963736	11.18	9.92	6364.72	83.39	47.62	36.86	2226.53	5149.93	741.63	2557.58	703.15	42.56	161.63	51.12	114.03	5.64	1141.12	14.45	38.34	1124.21	24.96	685.83	11.13	54.47	3502.02	30.72	2533.9	57.19	57.41	15.96	0.4	1.19	3.48	0.9	1.19	78.24	15.97	1281.91	106868.2	1694.77	31036.33	42210.99	31772.23	3406.87	1170.75	335.15	24180.45	62012.97	2414.76	39.28	127.18	21.61	19.6	45.18	19.24	32.18	4718.54	1419.07	382.3	1758.39	49.79	614.61	4.91	11.85	13.4	16.31	9.16	268.18	723.23	297.6	270.65	66.02	6.32	69.24	98.28	14.74	219.97	18.06	195.87	111.04	52.72	203.46	39.96	20.69	0.68	0.84	0.89	2.48	1.22	13.82	1.17	0.9	1.25	1.71	1.53	2.61	5.34	2.76	7.3	226.44	63.36	52.95	48.4	14.19	56.34	28.3	112.71	1.78	276.43	18.41	14.52	42.02	280.47	5591.42	3.78	8.44	5.68	4.94	4.85	4.2	15.71	25.63	12.05	15.28	13.39	0.74	8.67	4.53	6.33	38.19	6.75	5.13	26.21	47.41	9.9	6.96	8.5	5.24	7.42	6.87	8.67	4.22	22.15	3.36	95.37	19.19	485.15	9.26	8.94	0.58	1.68	10.14	4.44	1.19	1.01	6.38	4.16	0.84	1	5.89	0.93	3.72	5.35	2.86	2.05	2.59	4.03	2.71	2.32	5.79	3.57	2.18	1.86	3.3	3.01	1700.2	3512.41	1928.94	166.68	27.1	46.69	3.03	3.99	3.7	6.45	6.44	7.06	7.25	6.9	4.77	3.55	3.44	1.76	74.21	612.81	8.83	17.15	36.92	80.15	0.71	0.32	9.94	14.8	14.68	0.9
MAG287	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A necrogenes	WW	3.743112048	8.37E-14	MAG287	MAG287	5356.000088	57.88791209	11.5	14.77	29414.09	314.71	190.49	86.69	9876.95	23703.52	3349.19	11764.64	1181.14	165.92	741.87	232.22	435.65	12.29	5169.56	42.41	62.23	5223.81	66.12	3071.11	12.81	195.43	15248.14	107.57	11389.85	217.21	190.92	25.02	0.72	2.17	4.14	2.91	2.32	129.38	22.49	2417.59	149916.83	3415.81	45845.54	62483.92	50196.3	5213.33	1665.86	312.99	35326.65	91521.33	5108.17	58.74	158.05	28.47	25.97	69.58	25.96	39.48	10087.83	2865.78	802.96	3604.06	108.71	1340.48	7.98	23.79	24.04	23.19	14.76	545.38	1512.21	553.47	473.53	128.88	11.19	139.9	142.92	23.7	335.78	19.04	313.64	176.27	89.71	328.67	59.79	24.31	1.41	10.99	7.03	3.82	2.29	23.03	2.29	2.71	2.94	1.37	1.85	5.14	14.22	3.85	12.87	323.55	91.48	82.01	91.97	19.14	107.95	44.33	227.46	3.57	485.4	32.56	27.87	49.86	396.08	8210.47	4.24	6.28	5.47	3.17	5.54	3.63	9.99	29.51	13.6	17.74	18.03	1.95	12.64	7.18	9.68	63.87	9.36	7.46	35.35	66.86	18.44	9.75	9.26	10.3	10.71	9.5	13.91	7.95	21.46	5.05	62.83	17.69	309.05	2.73	1.48	1.61	1.61	2.71	2.52	3.26	1.75	1.96	1.85	1.97	1.59	2.19	1.76	5.83	2.06	1.94	4.92	6.7	2.26	2.17	3.72	5.35	2.39	2.18	2.21	2.19	2.79	877.24	1669.79	928.63	93.52	16.59	27.16	3.55	5.39	4.09	8.45	8.17	9.76	9.13	9.22	5.15	5.15	3.22	2.2	92.61	391.01	6.14	17.43	31.59	53.17	0.87	1.45	5.72	22.2	45.18	0.87
MAG734	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A necrogenes	WW	3.645945181	5.10E-12	MAG734	MAG734	4790.924825	49.5578022	8.31	7.54	10069.23	113.2	76.7	35.82	3535.71	8016.79	1148.58	3979.42	1078.66	64.54	254.6	80.08	151.4	5.17	1727.13	15.64	45.21	1821.42	38.8	1025.47	5.93	67.93	5464.24	42.98	3974.44	80.67	96.13	14.61	0.6	1.34	4.51	2.01	1.56	119	33.98	1998.41	146961.13	8472.29	45498.94	60816.84	69955.79	5092.5	1746.46	523.5	35103.58	90361.91	4049.98	75.61	232.18	39.82	30.98	77.79	38.94	46.82	8083.14	2653.4	733.37	3119.79	99.52	1135.01	6.47	23.85	23.5	23.58	14.03	455.21	1405.96	485.54	461.89	111.82	14.12	125.45	139.01	22.05	342.95	25.91	329.42	176.27	93.21	309.61	56.95	25.51	1.39	1.43	1.85	3.12	1.37	23.52	2.66	1.32	2.06	1.01	1.97	5.22	10.87	3.61	11.22	304.98	80.86	76.92	80.41	18.18	84.42	39.65	174.44	2.91	404.59	28.66	22.9	75.04	585.05	9284.44	4.14	6.46	6.84	3.71	4.27	3.27	12.29	38.21	19.19	24.44	24.21	1.4	17.4	5.83	9.96	58.06	8.04	6.78	35.71	73.08	14.61	11.16	8.43	7.06	8.7	9.16	20.51	6.81	15.61	2.2	48.17	13.3	241.29	2.2	1.39	0.81	1.54	1.93	1.92	0.54	1.95	1.92	1.85	1.12	1.83	1.81	1.14	14.31	2.73	2.86	4.72	13.72	2.32	2.71	5.02	17	1.93	2.01	2.21	2.42	5.18	702.5	1398.89	781.27	69.34	12.19	20.72	2.38	4.77	4.09	7.13	5.41	8.61	9.44	7.27	4.24	3.84	2.15	1.59	100.56	290.59	0.93	22.57	36.06	49.96	1.8	1.13	3.01	29.59	55.16	1.18
MAG324	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAG-521	s__CAG-521 sp002329575	WW	3.286547871	7.10E-08	MAG324	MAG324	1156.607982	51.63285714	9235.31	4820.69	5938.43	1816.56	1908.7	972.82	9030.56	3810.76	321.07	10610.13	10443.41	7324.32	2846.54	403.9	336.14	1545.44	6174.91	6815.86	996.57	2698.62	1053.56	782.78	4303.25	6463.55	1219.93	8612.04	7468.33	6097.02	608.8	852.63	23.89	23.9	14.67	15.47	15.28	32.13	85.81	102.36	3.9	64.77	110.28	49.92	222.57	10.25	39.25	77.56	36.13	57.87	454.64	53.04	94.27	296.21	190.19	61.36	161.49	71.74	507.66	324.12	172.94	371.22	66.8	189.32	21.12	41.75	41.83	103.64	23.18	33.64	96.54	33.81	110.27	75.6	17.68	24.52	119.86	47.09	59.74	201.01	173.65	50.87	75.23	191.41	76.93	19.22	18.05	23.26	18.01	18.04	23.26	11.89	43.19	25.07	32.47	46.39	35.89	30.42	32.32	19.16	27.06	16.28	25.06	11.34	15.03	10.35	13.67	29.44	34.93	7.23	20.81	13.65	20.86	24.95	44.59	8.41	632.83	569.35	289.98	77.61	75.32	21.09	276.95	46.68	36.96	38.45	5.73	29.78	14.08	31.25	28.15	20.92	35.6	55.02	30.39	21.4	17.99	72.33	25.22	18.58	54.68	48.99	37.1	17.41	15.61	14.26	24.52	16.47	16.56	0.95	0.35	0.69	0.54	1.06	0.91	0.65	0.54	3.85	4.39	3.47	3.78	4.19	4.34	0.63	0.43	0.63	0.56	0.68	0.67	0.47	0.72	4.08	3.37	3.45	3.6	3.17	3.91	46.72	75.19	60.66	22.91	26.81	22.65	24.57	23.48	45.89	138.36	59.6	9.73	33.65	32.45	22.22	32.53	739.58	7.78	14.79	58.33	27.71	23.03	29.08	27.09	98.06	11.26	13.86	143.04	14.53	39.69
MAG3217	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira intermedia	WW	3.391268591	2.63E-11	MAG3217	MAG3217	2384.142368	601.8143956	4333.58	27.89	2939.04	4816.49	244.86	16858.3	23067.47	3048.74	3531.51	5011.48	1646.66	1249.14	5528.76	6164.82	9888.44	1368.62	7261.1	4053.09	4476.72	6104.99	8864.32	14892.12	2001.04	4155.49	3887.17	976.07	3638.2	7685.25	24605.85	2321.73	5649.79	331.48	372.01	3639.15	298.8	842.2	57.16	131.6	44.45	250.41	787.72	384.13	136.02	529.96	766.81	332.38	159.24	114.38	28.77	1528.09	160.03	32.39	35.34	1232.06	60.21	461.54	17.8	33.31	9.34	34.03	1600.71	11222.7	33.18	164.45	1099.63	227.24	87.79	930.02	5323.4	8877.43	328.66	1167.45	112.37	454.08	648.59	213.05	820.44	421.27	495.69	1790.05	2096.87	458.92	1133.26	332.2	412.25	951.79	1211.66	221.17	545.43	533.41	583.47	126.35	842.24	452.82	1011.98	137.98	92.27	26.74	33.22	145.63	1509.18	1640.32	902.79	481.08	2381.47	93.27	279.83	2201.01	6418.71	694.4	238.83	1099.98	2670.13	703.83	2039.9	786.44	530	618.46	827.9	81.31	350.35	7.2	5.46	5.61	8.45	7.91	9.57	46.56	34.49	85.67	130.88	582.66	63.06	19.75	346.78	83.98	317.06	97.95	125.82	38.68	219.07	61.94	194.62	268.79	672.43	165.74	309.42	4.45	3.82	2.88	1.94	3.99	4.74	3.37	1.28	4.91	5.08	4.87	2.72	4.69	4.86	8.08	7.23	10.75	9.44	7.7	7.18	11.65	8.74	7.19	6.8	8.33	8.56	6.65	7.26	3202.01	55.79	1323.11	45.74	43.36	3736.07	930.24	64.36	331.31	109.16	44.35	31.46	45.78	93.31	38.09	48.48	133.95	8.28	7901.15	3202.06	39.36	22.39	28.39	504.64	8263.43	3756.51	6783.38	207.16	3014.59	1444.13
MAG495	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira pilosicoli	WW	3.41496251	1.20E-13	MAG495	MAG495	1661.45	178.0287912	220.94	3.1	88.67	172.45	9.69	347.81	709.61	77.49	68.91	303.86	91.34	38.37	196.75	179.02	339.23	48.69	114.84	90.4	216.48	206.47	357.93	238.65	89.02	96.49	232.9	59.82	144.49	102.82	1130.83	53.29	271.55	8374.94	71.49	204.73	52.14	56.11	3.23	34.12	8.58	3.28	598.67	22	43.28	4.32	6.94	58.17	4.21	15.66	49.07	3670.74	300.26	111.91	312.65	2528.63	44.56	674.52	27.12	180.72	57.65	209.07	12052.21	6518.46	16.39	34.64	5484.42	135.31	37.23	631.96	45365.52	40409.62	1587.21	9390.58	142.08	1739.81	258.44	14.38	331.06	396.57	398.31	3241.83	6731.22	784.27	3872.55	99.19	56.73	97.18	74.66	30.59	3583.18	543.41	70.44	30.15	2499.91	24.39	56.87	24.56	112.1	88.64	129.77	165.6	102.86	2295.32	1626.62	1423.8	2646.96	181.43	550.09	2475.97	3516.61	359.57	921.43	561.3	896	555.22	340.03	520.08	914.64	143.75	48	8.86	600.15	1.58	1.52	1.79	2.32	1.58	1.93	8.89	15.87	576.4	621.31	4918.16	36.36	8.22	351.14	12.31	3813.4	572.14	18.43	15.26	321.8	4.82	5.45	8.64	14.66	5.19	18.58	0.83	0.78	0.81	1.14	0.87	1.41	1.19	0.87	1.55	1.85	1.69	2.01	1.44	1.55	3.59	2.34	4.08	2.51	3.35	1.71	3.25	2.27	2.49	2.44	2.89	2.8	2.04	2.02	32.25	4.27	13.89	8.91	87.02	55.56	48.45	9.39	14.59	12.85	8.02	120.3	7.48	11.52	11.77	6.73	9.92	1.67	84.29	203.82	24.43	1.52	9.4	27.13	422.25	224.32	385.87	106.05	201.92	56
