Bin	genes	ARO	AMR Gene Family	phylum
PD70dCoC1.Bin13	149	89	121	Firmicutes
PD70dCoC1.Bin26	101	83	86	Proteobacteria
PD70dCoC1.Bin3	200	96	148	Firmicutes
PD70dCoC3.Bin2	109	75	86	Firmicutes
PD70dCoC3.Bin3	192	115	161	Firmicutes
PD70dCoC3.Bin4	194	118	166	Firmicutes
PD70dCoC5.Bin10	186	104	160	Firmicutes
PD70dCoC5.Bin23	126	83	104	Firmicutes
PD70dCoC5.Bin29	164	93	127	Firmicutes
PD70dCoC5.Bin6	73	64	66	Proteobacteria
PD70dIlC3.Bin3	82	59	64	Firmicutes
PD7d_CeC_1.Bin10	232	133	181	Firmicutes
PD7d_CeC_1.Bin11	520	206	425	Firmicutes
PD7d_CeC_1.Bin3	483	214	424	Proteobacteria
PD7d_CeC_2.Bin11	470	228	399	Proteobacteria
PD7d_CeC_2.Bin12	233	140	186	Firmicutes
PD7d_CeC_2.Bin16	301	148	252	Firmicutes
PD7d_CeC_2.Bin2	307	141	256	Firmicutes
PD7d_CeC_2.Bin3	170	97	123	Firmicutes
PD7d_CeC_2.Bin7	312	144	237	Firmicutes
PD7d_CeC_2.Bin8	229	144	200	Proteobacteria
PD7d_CeC_2.Bin9	277	140	229	Firmicutes
PD7d_CeC_3.Bin2	535	224	470	Proteobacteria
PD7d_CeC_3.Bin3	131	88	110	Firmicutes
PD7d_CeC_3.Bin5	157	113	140	Actinobacteriota
PD7d_CeC_3.Bin8	198	108	163	Firmicutes
PD7d_CeC_3.Bin9	394	215	315	Proteobacteria
PD7d_CeC_4.Bin14	253	137	198	Firmicutes
PD7d_CeC_4.Bin16	389	171	311	Firmicutes
PD7d_CeC_4.Bin3	290	154	245	Firmicutes
PD7d_CeC_4.Bin5	138	83	122	Firmicutes
PD7d_CeC_4.Bin7	272	133	225	Firmicutes
PD7d_CeC_5.Bin1	255	125	195	Firmicutes
PD7d_CeC_5.Bin11	253	131	195	Firmicutes
PD7d_CeC_5.Bin12	218	121	174	Firmicutes
PD7d_CeC_5.Bin14	163	91	134	Firmicutes
PD7d_CeC_5.Bin15	193	104	170	Firmicutes
PD7d_CeC_5.Bin17	289	141	241	Firmicutes
PD7d_CeC_5.Bin19	394	174	311	Firmicutes
PD7d_CeC_5.Bin20	266	121	214	Firmicutes
PD7d_CeC_5.Bin6	654	242	529	Firmicutes
PD7d_CeC_5.Bin8	560	238	491	Proteobacteria
PD7d_CeC_6.Bin1	122	75	105	Firmicutes
PD7d_CeC_6.Bin11	185	113	153	Firmicutes
PD7d_CeC_6.Bin15	266	131	200	Firmicutes
PD7d_CeC_6.Bin18	177	97	141	Firmicutes
PD7d_CeC_6.Bin19	172	101	151	Firmicutes
PD7d_CeC_6.Bin20	201	101	162	Firmicutes
PD7d_CeC_6.Bin21	303	192	261	Proteobacteria
PD7d_CeC_6.Bin31	291	167	244	Proteobacteria
PD7d_CeC_6.Bin4	691	236	555	Firmicutes
PD7d_CeC_6.Bin5	406	163	324	Firmicutes
PD7d_CeC_6.Bin6	307	138	249	Firmicutes
PD7d_CeC_6.Bin7	363	168	267	Firmicutes
PD7d_CeC_6.Bin8	347	152	291	Firmicutes
PD7d_CeC_8.Bin1	225	108	191	Firmicutes
PD7d_CeC_8.Bin10	167	102	143	Firmicutes
PD7d_CeC_8.Bin20	615	220	493	Firmicutes
PD7d_CeC_8.Bin26	326	155	250	Firmicutes
PD7d_CeC_8.Bin4	253	126	205	Firmicutes
SDCeC1.Bin11	217	129	189	Bacteroidota
SDCeC1.Bin18	172	92	134	Firmicutes
SDCeC1.Bin25	124	84	112	Deferribacterota
SDCeC1.Bin26	79	65	63	Proteobacteria
SDCeC1.Bin28	81	61	82	Firmicutes
SDCeC1.Bin3	112	78	113	Firmicutes
SDCeC1.Bin33	99	67	83	Firmicutes
SDCeC1.Bin36	95	68	83	Firmicutes
SDCeC1.Bin37	191	110	170	Firmicutes
SDCeC1.Bin38	267	113	219	Firmicutes
SDCeC1.Bin40	401	213	316	Proteobacteria
SDCeC1.Bin43	119	77	105	Firmicutes
SDCeC1.Bin52	121	79	96	Firmicutes
SDCeC1.Bin54	129	90	97	Firmicutes
SDCeC1.Bin58	190	110	150	Firmicutes
SDCeC1.Bin61	150	95	119	Desulfobacterota
SDCeC1.Bin7	113	76	89	Cyanobacteria
SDCeC1.Bin76	192	97	150	Firmicutes
SDCeC1.Bin78	362	136	283	Firmicutes
SDCeC1.Bin8	113	73	86	Firmicutes
SDCeC2.Bin21	62	50	58	Firmicutes
SDCeC2.Bin23	90	63	69	Firmicutes
SDCeC2.Bin3	87	73	81	Proteobacteria
SDCeC2.Bin36	156	111	130	Deferribacterota
SDCeC2.Bin37	190	97	152	Firmicutes
SDCeC2.Bin38	119	87	92	Verrucomicrobiota
SDCeC2.Bin4	310	147	230	Firmicutes
SDCeC2.Bin40	117	90	111	Bacteroidota
SDCeC2.Bin41	208	110	181	Firmicutes
SDCeC2.Bin42	93	72	80	Actinobacteriota
SDCeC2.Bin52	134	78	103	Firmicutes
SDCeC2.Bin56	151	90	130	Fusobacteriota
SDCeC2.Bin61	98	77	82	Bacteroidota
SDCeC2.Bin64	160	106	133	Firmicutes
SDCeC2.Bin65	146	106	126	Bacteroidota
SDCeC2.Bin69	110	87	97	Bacteroidota
SDCeC2.Bin7	147	89	122	Firmicutes
SDCeC2.Bin70	193	113	156	Firmicutes
SDCeC2.Bin71	130	98	109	Proteobacteria
SDCeC2.Bin74	192	118	157	Desulfobacterota
SDCeC2.Bin75	127	77	114	Synergistota
SDCeC3.Bin22	142	91	123	Firmicutes
SDCeC3.Bin30	111	84	92	Deferribacterota
SDCeC3.Bin32	105	79	85	Bacteroidota
SDCeC3.Bin33	105	77	94	Fusobacteriota
SDCeC3.Bin35	117	87	111	Bacteroidota
SDCeC3.Bin46	255	109	210	Firmicutes
SDCeC3.Bin49	95	68	83	Firmicutes
SDCeC3.Bin60	172	116	164	Bacteroidota
SDCeC3.Bin66	169	96	151	Firmicutes
SDCeC3.Bin67	81	57	70	Firmicutes
SDCeC3.Bin7	106	84	92	Bacteroidota
SDCeC4.Bin10	63	53	54	Firmicutes
SDCeC4.Bin11	193	131	161	Firmicutes
SDCeC4.Bin2	139	84	131	Firmicutes
SDCeC4.Bin20	147	91	122	Firmicutes
SDCeC4.Bin29	222	108	184	Firmicutes
SDCeC4.Bin35	200	128	178	Bacteroidota
SDCeC4.Bin39	104	71	84	Proteobacteria
SDCeC4.Bin43	300	138	236	Firmicutes
SDCeC5.Bin2	121	89	90	Cyanobacteria
SDCeC5.Bin21	118	93	106	Bacteroidota
SDCeC5.Bin27	231	118	189	Firmicutes
SDCeC5.Bin28	98	74	90	Firmicutes
SDCeC5.Bin29	181	128	163	Firmicutes
SDCeC5.Bin33	111	86	105	Firmicutes
SDCeC5.Bin36	117	79	106	Firmicutes
SDCeC5.Bin40	306	138	263	Firmicutes
SDCeC5.Bin50	262	117	209	Firmicutes
SDCeC5.Bin55	168	101	142	Firmicutes
SDCeC5.Bin56	169	97	135	Firmicutes
SDCeC5.Bin59	183	104	149	Firmicutes
SDCeC5.Bin61	229	115	187	Firmicutes
SDCeC5.Bin65	143	90	107	Firmicutes
SDCeC5.Bin7	72	59	65	Proteobacteria
SDCeC5.Bin70	138	91	115	Desulfobacterota
SDCeC5.Bin72	114	71	100	Firmicutes
SDCeC5.Bin76	147	92	104	Firmicutes
SDCeC5.Bin77	228	116	193	Firmicutes
SDCeC5.Bin80	184	104	151	Firmicutes
SDCeC6.Bin12	121	95	98	Elusimicrobiota
SDCeC6.Bin16	63	55	52	Proteobacteria
SDCeC6.Bin21	155	93	126	Actinobacteriota
SDCeC6.Bin25	460	162	365	Firmicutes
SDCeC6.Bin30	218	113	179	Firmicutes
SDCeC6.Bin31	88	66	79	Firmicutes
SDCeC6.Bin32	186	131	159	Firmicutes
SDCeC6.Bin33	120	97	107	Proteobacteria
SDCeC6.Bin34	121	73	113	Firmicutes
SDCeC6.Bin35	106	75	95	Actinobacteriota
SDCeC6.Bin38	161	98	135	Firmicutes
SDCeC6.Bin4	96	66	99	Firmicutes
SDCeC6.Bin41	119	78	103	Firmicutes
SDCeC6.Bin46	220	124	189	Firmicutes
SDCeC6.Bin51	263	149	222	Bacteroidota
SDCeC6.Bin55	178	130	153	Bacteroidota
SDCeC6.Bin57	163	106	149	Bacteroidota
SDCeC6.Bin58	144	106	129	Bacteroidota
SDCeC6.Bin9	151	115	133	Bacteroidota
SDQCeC10L.Bin10	145	103	118	Bacteroidota
SDQCeC10L.Bin13	142	90	108	Firmicutes
SDQCeC10L.Bin14	139	89	110	Fusobacteriota
SDQCeC10L.Bin18	132	88	114	Deferribacterota
SDQCeC10L.Bin2	146	112	119	Bacteroidota
SDQCeC10L.Bin21	142	100	112	Deferribacterota
SDQCeC10L.Bin24	225	124	198	Bacteroidota
SDQCeC10L.Bin26	150	105	139	Bacteroidota
SDQCeC10L.Bin27	190	122	165	Bacteroidota
SDQCeC10L.Bin28	130	96	109	Bacteroidota
SDQCeC10L.Bin29	105	83	90	Bacteroidota
SDQCeC10L.Bin3	115	77	102	Firmicutes
SDQCeC10L.Bin31	157	100	133	Firmicutes
SDQCeC10L.Bin32	142	97	125	Bacteroidota
SDQCeC10L.Bin33	151	113	127	Bacteroidota
SDQCeC10L.Bin34	138	97	115	Deferribacterota
SDQCeC10L.Bin36	127	89	104	Bacteroidota
SDQCeC10L.Bin42	165	120	142	Firmicutes
SDQCeC10L.Bin47	132	93	126	Desulfobacterota
SDQCeC10L.Bin7	137	97	116	Bacteroidota
SDQCeC10L.Bin9	118	87	99	Bacteroidota
SDQCeC1L.Bin1	143	104	130	Bacteroidota
SDQCeC1L.Bin100	117	90	99	Firmicutes
SDQCeC1L.Bin105	131	83	116	Firmicutes
SDQCeC1L.Bin106	147	90	123	Firmicutes
SDQCeC1L.Bin107	107	80	90	Bacteroidota
SDQCeC1L.Bin114	145	95	127	Bacteroidota
SDQCeC1L.Bin115	103	75	84	Firmicutes
SDQCeC1L.Bin12	102	76	88	Bacteroidota
SDQCeC1L.Bin13	33	27	30	Patescibacteria
SDQCeC1L.Bin2	170	117	154	Bacteroidota
SDQCeC1L.Bin20	115	72	95	Firmicutes
SDQCeC1L.Bin22	147	109	129	Bacteroidota
SDQCeC1L.Bin24	127	85	109	Firmicutes
SDQCeC1L.Bin34	142	89	112	Firmicutes
SDQCeC1L.Bin45	138	82	115	Firmicutes
SDQCeC1L.Bin6	162	95	124	Firmicutes
SDQCeC1L.Bin60	155	96	113	Firmicutes
SDQCeC1L.Bin7	199	100	161	Firmicutes
SDQCeC1L.Bin71	144	90	129	Firmicutes
SDQCeC1L.Bin73	226	107	185	Firmicutes
SDQCeC1L.Bin75	118	73	110	Firmicutes
SDQCeC1L.Bin76	105	78	91	Bacteroidota
SDQCeC1L.Bin8	167	86	142	Firmicutes
SDQCeC1L.Bin89	154	89	138	Firmicutes
SDQCeC1L.Bin95	97	78	78	Bacteroidota
SDQCeC1L.Bin96	309	137	244	Firmicutes
SDQCeC1L.Bin98	90	60	76	Firmicutes
SDQCeC1L.Bin99	188	103	162	Firmicutes
SDQCeC1R.Bin10	163	111	134	Deferribacterota
SDQCeC1R.Bin100	145	105	128	Bacteroidota
SDQCeC1R.Bin101	128	91	106	Bacteroidota
SDQCeC1R.Bin102	233	123	185	Firmicutes
SDQCeC1R.Bin105	202	110	165	Firmicutes
SDQCeC1R.Bin106	135	104	113	Bacteroidota
SDQCeC1R.Bin107	93	69	81	Bacteroidota
SDQCeC1R.Bin109	166	114	135	Proteobacteria
SDQCeC1R.Bin11	131	88	105	Cyanobacteria
SDQCeC1R.Bin112	169	113	141	Firmicutes
SDQCeC1R.Bin116	154	117	131	Bacteroidota
SDQCeC1R.Bin117	55	43	42	
SDQCeC1R.Bin119	89	58	78	Firmicutes
SDQCeC1R.Bin123	70	65	64	Proteobacteria
SDQCeC1R.Bin126	128	86	109	Fusobacteriota
SDQCeC1R.Bin14	82	63	76	Firmicutes
SDQCeC1R.Bin15	191	108	161	Firmicutes
SDQCeC1R.Bin18	239	121	197	Firmicutes
SDQCeC1R.Bin19	233	115	179	Firmicutes
SDQCeC1R.Bin2	181	109	158	Firmicutes
SDQCeC1R.Bin22	114	80	97	Desulfobacterota
SDQCeC1R.Bin25	259	130	216	Firmicutes
SDQCeC1R.Bin28	121	79	99	Firmicutes
SDQCeC1R.Bin33	181	98	140	Firmicutes
SDQCeC1R.Bin35	55	43	51	Thermoplasmatota
SDQCeC1R.Bin39	138	104	107	Bacteroidota
SDQCeC1R.Bin44	140	98	115	Bacteroidota
SDQCeC1R.Bin46	161	102	127	Proteobacteria
SDQCeC1R.Bin5	202	107	170	Firmicutes
SDQCeC1R.Bin52	152	106	134	Bacteroidota
SDQCeC1R.Bin53	157	95	139	Firmicutes
SDQCeC1R.Bin61	157	88	143	Firmicutes
SDQCeC1R.Bin62	105	75	86	Firmicutes
SDQCeC1R.Bin63	110	78	97	Bacteroidota
SDQCeC1R.Bin65	172	120	152	Bacteroidota
SDQCeC1R.Bin69	141	101	129	Bacteroidota
SDQCeC1R.Bin7	129	96	116	Bacteroidota
SDQCeC1R.Bin70	134	96	111	Bacteroidota
SDQCeC1R.Bin74	96	76	81	Bacteroidota
SDQCeC1R.Bin76	121	91	106	Firmicutes
SDQCeC1R.Bin79	66	58	53	Proteobacteria
SDQCeC1R.Bin8	174	123	148	Bacteroidota
SDQCeC1R.Bin80	164	126	142	Bacteroidota
SDQCeC1R.Bin81	184	121	165	Bacteroidota
SDQCeC1R.Bin84	124	96	122	Bacteroidota
SDQCeC1R.Bin88	163	112	131	Proteobacteria
SDQCeC1R.Bin9	208	108	155	Firmicutes
SDQCeC1R.Bin91	101	60	90	Firmicutes
SDQCeC1R.Bin94	137	90	98	Firmicutes
SDQCeC1R.Bin95	78	63	70	Firmicutes
SDQCeC1R.Bin98	181	116	152	Bacteroidota
SDQCeC2L.Bin10	113	73	94	Firmicutes
SDQCeC2L.Bin13	74	59	63	Firmicutes
SDQCeC2L.Bin15	190	98	182	Firmicutes
SDQCeC2L.Bin18	148	104	130	Bacteroidota
SDQCeC2L.Bin2	138	93	116	Firmicutes
SDQCeC2L.Bin21	107	71	96	Actinobacteriota
SDQCeC2L.Bin23	82	57	76	Firmicutes
SDQCeC2L.Bin26	136	91	120	Firmicutes
SDQCeC2L.Bin27	153	111	126	Firmicutes
SDQCeC2L.Bin29	173	109	149	Bacteroidota
SDQCeC2L.Bin31	158	118	133	Bacteroidota
SDQCeC2L.Bin32	116	84	91	Firmicutes
SDQCeC2L.Bin34	158	111	136	Bacteroidota
SDQCeC2L.Bin35	104	75	85	Firmicutes
SDQCeC2L.Bin41	109	72	97	Spirochaetota
SDQCeC2L.Bin48	173	117	146	Bacteroidota
SDQCeC3L.Bin24	120	74	104	Firmicutes
SDQCeC3L.Bin25	192	115	152	Desulfobacterota
SDQCeC3L.Bin36	149	111	127	Bacteroidota
SDQCeC3L.Bin37	62	48	59	Firmicutes
SDQCeC3L.Bin45	235	112	176	Firmicutes
SDQCeC3L.Bin48	110	87	93	Bacteroidota
SDQCeC3L.Bin49	106	72	97	Actinobacteriota
SDQCeC3L.Bin53	128	81	113	Firmicutes
SDQCeC3L.Bin54	137	81	113	Firmicutes
SDQCeC3L.Bin6	110	87	96	Bacteroidota
SDQCeC3L.Bin61	114	66	97	Firmicutes
SDQCeC3L.Bin72	181	98	145	Firmicutes
SDQCeC3L.Bin73	112	82	91	Bacteroidota
SDQCeC4L.Bin10	130	81	98	Firmicutes
SDQCeC4L.Bin103	65	47	62	Firmicutes
SDQCeC4L.Bin106	102	79	86	Spirochaetota
SDQCeC4L.Bin107	142	82	132	Spirochaetota
SDQCeC4L.Bin109	141	85	112	Actinobacteriota
SDQCeC4L.Bin113	94	68	81	Firmicutes
SDQCeC4L.Bin121	128	95	115	Bacteroidota
SDQCeC4L.Bin122	56	49	48	Proteobacteria
SDQCeC4L.Bin124	129	102	113	Bacteroidota
SDQCeC4L.Bin125	134	93	110	Bacteroidota
SDQCeC4L.Bin127	191	103	160	Firmicutes
SDQCeC4L.Bin15	118	81	97	Actinobacteriota
SDQCeC4L.Bin17	56	46	49	Firmicutes
SDQCeC4L.Bin23	172	106	148	Bacteroidota
SDQCeC4L.Bin26	90	62	76	Firmicutes
SDQCeC4L.Bin28	213	114	180	Firmicutes
SDQCeC4L.Bin31	218	121	174	Firmicutes
SDQCeC4L.Bin32	110	86	93	Bacteroidota
SDQCeC4L.Bin34	172	106	121	Firmicutes
SDQCeC4L.Bin37	131	85	110	Firmicutes
SDQCeC4L.Bin40	128	103	112	Bacteroidota
SDQCeC4L.Bin42	150	104	125	Firmicutes
SDQCeC4L.Bin46	129	92	119	Bacteroidota
SDQCeC4L.Bin48	156	92	133	Firmicutes
SDQCeC4L.Bin5	165	94	138	Firmicutes
SDQCeC4L.Bin53	165	96	119	Firmicutes
SDQCeC4L.Bin6	120	75	109	Firmicutes
SDQCeC4L.Bin61	127	96	106	Bacteroidota
SDQCeC4L.Bin63	131	82	106	Firmicutes
SDQCeC4L.Bin65	144	106	127	Bacteroidota
SDQCeC4L.Bin69	110	75	97	Firmicutes
SDQCeC4L.Bin77	136	88	116	Spirochaetota
SDQCeC4L.Bin79	107	77	95	Bacteroidota
SDQCeC4L.Bin8	90	58	80	Firmicutes
SDQCeC4L.Bin86	101	75	87	Firmicutes
SDQCeC4L.Bin88	113	77	88	Verrucomicrobiota
SDQCeC4L.Bin90	192	99	152	Firmicutes
SDQCeC4L.Bin96	131	92	121	Bacteroidota
SDQCeC4R.Bin2	120	87	110	Bacteroidota
SDQCeC4R.Bin23	97	77	91	Bacteroidota
SDQCeC4R.Bin24	128	102	104	Bacteroidota
SDQCeC4R.Bin25	45	35	44	Methanobacteriota
SDQCeC4R.Bin26	154	104	142	Bacteroidota
SDQCeC4R.Bin28	66	52	59	Spirochaetota
SDQCeC4R.Bin29	147	101	111	Bacteroidota
SDQCeC4R.Bin33	50	46	48	Elusimicrobiota
SDQCeC4R.Bin34	358	161	280	Firmicutes
SDQCeC4R.Bin35	214	110	177	Firmicutes
SDQCeC4R.Bin36	117	91	107	Proteobacteria
SDQCeC4R.Bin39	158	106	142	Bacteroidota
SDQCeC4R.Bin42	236	117	178	Firmicutes
SDQCeC4R.Bin49	148	103	125	Bacteroidota
SDQCeC4R.Bin5	216	113	175	Firmicutes
SDQCeC4R.Bin52	175	118	151	Bacteroidota
SDQCeC4R.Bin54	170	117	142	Firmicutes
SDQCeC4R.Bin56	175	107	154	Bacteroidota
SDQCeC4R.Bin58	195	96	149	Firmicutes
SDQCeC4R.Bin6	151	105	131	Bacteroidota
SDQCeC4R.Bin62	156	95	130	Spirochaetota
SDQCeC4R.Bin64	92	67	81	Firmicutes
SDQCeC4R.Bin65	124	94	94	Elusimicrobiota
SDQCeC4R.Bin70	140	97	117	Proteobacteria
SDQCeC4R.Bin71	181	117	170	Bacteroidota
SDQCeC4R.Bin72	129	100	111	Bacteroidota
SDQCeC4R.Bin76	130	92	112	Bacteroidota
SDQCeC4R.Bin8	165	117	134	Bacteroidota
SDQCeC4R.Bin91	113	74	104	Bacteroidota
SDQCeC5L.Bin1	142	85	119	Fusobacteriota
SDQCeC5L.Bin2	124	92	111	Deferribacterota
SDQCeC5L.Bin3	112	82	96	Firmicutes
SDQCeC5L.Bin5	120	93	104	Desulfobacterota
SDQCeC7R.Bin2	136	105	113	Bacteroidota
SDQCeC7R.Bin7	87	73	80	Bacteroidota
SDQCeC8L.Bin14	151	92	124	Firmicutes
SDQCeC8L.Bin2	133	97	111	Firmicutes
SDQCeC8L.Bin20	192	96	154	Firmicutes
SDQCeC8L.Bin24	180	110	149	Firmicutes
SDQCeC8L.Bin30	152	102	120	Firmicutes
SDQCeC8L.Bin31	167	106	145	Bacteroidota
SDQCeC8L.Bin32	136	92	129	Bacteroidota
SDQCeC8L.Bin36	98	66	87	Actinobacteriota
SDQCeC8L.Bin37	122	92	108	Bacteroidota
SDQCeC8L.Bin4	102	59	90	Spirochaetota
SDQCeC8L.Bin44	160	102	138	Desulfobacterota
SDQCeC8L.Bin47	121	77	99	Firmicutes
SDQCeC8L.Bin58	190	94	186	Firmicutes
SDQCeC8L.Bin6	147	105	121	Deferribacterota
SDQCeC8L.Bin7	147	93	124	Actinobacteriota
SDQCeC8L.Bin8	109	69	94	Firmicutes
SDQCeC8R.Bin10	203	126	180	Bacteroidota
SDQCeC8R.Bin14	110	77	97	Bacteroidota
SDQCeC8R.Bin15	50	45	48	Proteobacteria
SDQCeC8R.Bin16	102	75	85	Bacteroidota
SDQCeC8R.Bin20	119	86	105	Bacteroidota
SDQCeC8R.Bin25	87	72	78	Spirochaetota
SDQCeC8R.Bin31	120	87	102	Deferribacterota
SDQCeC8R.Bin34	163	112	141	Bacteroidota
SDQCeC8R.Bin37	134	102	121	Bacteroidota
SDQCeC8R.Bin38	128	94	121	Bacteroidota
SDQCeC8R.Bin39	159	117	141	Firmicutes
SDQCeC8R.Bin46	154	109	124	Bacteroidota
SDQCeC8R.Bin47	119	77	104	Spirochaetota
SDQCeC8R.Bin49	203	136	170	Bacteroidota
SDQCeC8R.Bin50	152	104	132	Bacteroidota
SDQCeC8R.Bin54	189	115	154	Desulfobacterota
SDQCeC8R.Bin8	105	71	95	Firmicutes
SDQCeC8R.Bin9	164	113	141	Bacteroidota
SDQCeC9L.Bin18	174	93	144	Firmicutes
SDQCeC9L.Bin25	169	104	129	Firmicutes
SDQCeC9L.Bin3	107	74	85	Firmicutes
SDQCeC9L.Bin31	161	110	136	Bacteroidota
SDQCeC9L.Bin32	66	55	52	Proteobacteria
SDQCeC9L.Bin4	100	74	79	Firmicutes
SDQCeC9L.Bin44	124	91	114	Bacteroidota
SDQCeC9L.Bin48	164	100	139	Firmicutes
SDQCeC9L.Bin53	153	101	124	Bacteroidota
SDQCeC9L.Bin55	187	119	150	Desulfobacterota
SDQCeC9L.Bin56	79	66	66	Bacteroidota
SDQCeC9L.Bin59	151	92	114	Firmicutes
SDQCeC9L.Bin60	214	99	153	Firmicutes
SDQCeC9L.Bin62	143	83	123	Firmicutes
SDQCeC9L.Bin64	164	111	144	Bacteroidota
SDQCeC9L.Bin66	194	130	167	Bacteroidota
SDQCeC9L.Bin74	62	48	60	Firmicutes
SDQCeC9L.Bin77	67	50	58	Fusobacteriota
SDQCeC9L.Bin84	105	85	95	Firmicutes
SDQCeC9L.Bin85	104	68	88	Actinobacteriota
SDQCeC9L.Bin86	142	88	111	Firmicutes
SDQCeC9L.Bin92	132	97	115	Bacteroidota
SDQCeC9L.Bin93	114	75	109	Bacteroidota
SDQCeC9L.Bin94	126	84	105	Firmicutes
SDQCeC9L.Bin95	139	92	123	Actinobacteriota
SDQCeC9R.Bin1	79	63	64	Firmicutes
SDQCeC9R.Bin101	81	60	71	Firmicutes
SDQCeC9R.Bin104	168	118	141	Bacteroidota
SDQCeC9R.Bin105	106	81	92	Bacteroidota
SDQCeC9R.Bin22	152	110	134	Firmicutes
SDQCeC9R.Bin23	38	33	32	Patescibacteria
SDQCeC9R.Bin24	100	80	82	Bacteroidota
SDQCeC9R.Bin26	127	91	99	Bacteroidota
SDQCeC9R.Bin28	155	112	144	Bacteroidota
SDQCeC9R.Bin31	204	101	185	Firmicutes
SDQCeC9R.Bin35	186	104	150	Firmicutes
SDQCeC9R.Bin38	184	126	163	Bacteroidota
SDQCeC9R.Bin40	303	141	248	Firmicutes
SDQCeC9R.Bin41	126	93	104	Deferribacterota
SDQCeC9R.Bin43	170	106	155	Bacteroidota
SDQCeC9R.Bin44	148	105	126	Bacteroidota
SDQCeC9R.Bin54	125	84	98	Firmicutes
SDQCeC9R.Bin58	92	81	90	Bacteroidota
SDQCeC9R.Bin62	199	111	170	Firmicutes
SDQCeC9R.Bin64	114	82	108	Bacteroidota
SDQCeC9R.Bin66	137	90	113	Bacteroidota
SDQCeC9R.Bin68	140	86	117	Firmicutes
SDQCeC9R.Bin7	141	104	129	Bacteroidota
SDQCeC9R.Bin70	189	120	163	Bacteroidota
SDQCeC9R.Bin71	82	62	72	Firmicutes
SDQCeC9R.Bin72	164	109	144	Bacteroidota
SDQCeC9R.Bin82	88	66	69	Bacteroidota
SDQCeC9R.Bin85	96	72	87	Proteobacteria
SDQCeC9R.Bin87	160	92	137	Fusobacteriota
SDQCeC9R.Bin89	146	90	119	Firmicutes
SDQCeC9R.Bin90	135	98	116	Bacteroidota
SDQCeC9R.Bin92	146	107	126	Bacteroidota
SDQCeC9R.Bin93	99	72	81	Bacteroidota
SDQCeC9R.Bin98	141	86	115	Desulfobacterota
SDQCeC9R.Bin99	157	84	129	Firmicutes
SDQCoC1.Bin3	184	106	152	Firmicutes
SDQCoC1.Bin4	76	61	71	Firmicutes
SDQCoC4.Bin2	110	82	90	Actinobacteriota
SDQCoC4.Bin4	144	91	119	Firmicutes
SDQCoC4.Bin5	91	67	70	Firmicutes
SDQCoC4.Bin6	157	104	129	Fusobacteriota
SDQCoC4.Bin7	234	147	192	Proteobacteria
SDQCoC4.Bin8	134	82	107	Firmicutes
SDQCoC5.Bin10	94	72	75	Firmicutes
SDQCoC5.Bin15	139	82	111	Firmicutes
SDQCoC5.Bin17	189	108	157	Firmicutes
SDQCoC5.Bin2	193	106	144	Actinobacteriota
SDQCoC5.Bin25	157	102	123	Firmicutes
SDQCoC5.Bin28	99	71	84	Firmicutes
SDQCoC5.Bin30	131	92	105	Firmicutes
SDQCoC5.Bin32	297	154	222	Actinobacteriota
SDQCoC5.Bin37	231	127	172	Actinobacteriota
SDQCoC5.Bin4	103	74	75	Firmicutes
SDQCoC5.Bin5	162	99	135	Firmicutes
SDQCoC5.Bin8	171	104	147	Firmicutes
SDQCoC5.Bin9	75	61	68	Actinobacteriota
SDQCoC7.Bin12	297	159	239	Actinobacteriota
SDQCoC7.Bin14	136	88	106	Firmicutes
SDQCoC7.Bin18	206	118	167	Firmicutes
SDQCoC7.Bin2	97	60	82	Firmicutes
SDQCoC7.Bin22	154	113	129	Firmicutes
SDQCoC7.Bin23	133	93	105	Firmicutes
SDQCoC7.Bin8	81	63	64	Firmicutes
SDQCoC8.Bin1	143	92	119	Firmicutes
SDQCoC8.Bin3	91	63	74	Firmicutes
SDQILC1.Bin1	226	136	178	Actinobacteriota
SDQILC1.Bin10	121	79	108	Firmicutes
SDQILC1.Bin12	192	110	141	Actinobacteriota
SDQILC1.Bin14	78	57	54	Firmicutes
SDQILC1.Bin2	266	127	199	Actinobacteriota
SDQILC1.Bin23	138	93	117	Actinobacteriota
SDQILC1.Bin31	163	100	143	Firmicutes
SDQILC1.Bin33	283	133	237	Firmicutes
SDQILC1.Bin7	230	120	170	Actinobacteriota
SDQILC1.Bin8	127	91	98	Actinobacteriota
SDQILC1.Bin9	176	98	147	Firmicutes
SDQILC2.Bin10	73	57	62	Firmicutes
SDQILC2.Bin11	160	101	135	Firmicutes
SDQILC2.Bin13	178	104	133	Firmicutes
SDQILC2.Bin14	181	110	153	Firmicutes
SDQILC2.Bin16	146	100	118	Firmicutes
SDQILC2.Bin2	161	116	133	Firmicutes
SDQILC2.Bin6	233	128	173	Firmicutes
SDQILC2.Bin9	359	206	307	Proteobacteria
SDQILC4.Bin11	108	76	82	Firmicutes
SDQILC4.Bin14	181	108	150	Firmicutes
SDQILC4.Bin5	65	51	55	Firmicutes
SDQILC4.Bin6	202	115	153	Actinobacteriota
SDQILC4.Bin9	328	159	265	Proteobacteria
SDQILC5.Bin1	199	117	166	Firmicutes
SDQILC5.Bin10	114	81	93	Firmicutes
SDQILC5.Bin14	197	109	156	Actinobacteriota
SDQILC5.Bin15	220	114	174	Actinobacteriota
