genome	99%ANI	95%ANI
MAGs.WHYCeC3L.Bin42	75_3	75
MAGs.WHYCeC3R.Bin84	75_3	75
MAGs.WHYCoC3.Bin61	75_3	75
MAGs.WHYCeC1R.Bin106	75_4	75
MAGs.FJCeC6.Bin2	75_5	75
MAGs.SDQCeC1L.Bin12	75_6	75
MAGs.FJCeC3.Bin72	75_7	75
MAGs.HEBCeC-18.Bin80	75_8	75
MAGs.HEBCeC-25.Bin58	75_9	75
MAGs.WFHCeC16L.Bin94	75_10	75
MAGs.HEBCeC-17.Bin72	75_11	75
MAGs.WFHCeC14L.Bin131	76_1	76
MAGs.WFHCeC16L.Bin11	76_2	76
MAGs.FJCeC2.Bin89	76_3	76
MAGs.WFHCeC24L.Bin124	76_4	76
MAGs.FJCeC1.Bin72	76_5	76
MAGs.SSCeC-10.Bin27	76_6	76
MAGs.SDQCeC9R.Bin93	76_7	76
MAGs.HNCeC4.Bin59	77_1	77
MAGs.HNCeC6.Bin98	77_2	77
MAGs.HNCeC16.Bin48	78_1	78
MAGs.HNCeC7.Bin106	78_1	78
MAGs.HNCeC13.Bin13	78_2	78
MAGs.WFHCeC1L.Bin90	78_2	78
MAGs.WHYCeC3R.Bin61	78_2	78
MAGs.WHYCeC7L.Bin103	78_2	78
MAGs.FJCeC1.Bin17	79_1	79
MAGs.FJCeC2.Bin9	79_1	79
MAGs.FJCeC3.Bin29	79_1	79
MAGs.WFHCeC14L.Bin62	79_1	79
MAGs.WFHCeC16L.Bin86	79_1	79
MAGs.WFHCeC22L.Bin17	79_1	79
MAGs.WFHCeC24L.Bin92	79_1	79
MAGs.WFHCeC2L.Bin89	79_1	79
MAGs.CeC35.Bin15	79_2	79
MAGs.CeC67.Bin9	79_2	79
MAGs.CeC68.Bin11	79_3	79
MAGs.SSCeC-6.Bin14	79_3	79
MAGs.SSCeC-9.Bin81	79_3	79
MAGs.FJCeC5.Bin130	80_1	80
MAGs.HBCeC1.Bin25	80_1	80
MAGs.HBCeC2.Bin27	80_1	80
MAGs.HBCeC3.Bin13	80_1	80
MAGs.HBCeC5.Bin8	80_1	80
MAGs.HBCeC6.Bin5	80_1	80
MAGs.HEBCeC-18.Bin40	80_1	80
MAGs.HNCeC13.Bin18	80_1	80
MAGs.JSCeC2.Bin113	80_1	80
MAGs.JSCeC4.Bin31	80_1	80
MAGs.JSCeC5.Bin53	80_1	80
MAGs.JSCeC6.Bin43	80_1	80
MAGs.SDQCeC1R.Bin70	80_1	80
MAGs.SDQCeC9R.Bin64	80_1	80
MAGs.SSCeC-8.Bin18	80_1	80
MAGs.SXCeC2.Bin103	80_1	80
MAGs.WFHCeC13L.Bin70	80_1	80
MAGs.WHYCeC3L.Bin78	80_1	80
MAGs.WHYCoC3.Bin80	80_1	80
MAGs.WNCeC2L.Bin8	80_1	80
MAGs.CeC139.Bin26	81_1	81
MAGs.CeC149.Bin27	81_1	81
MAGs.CeC161.Bin17	81_1	81
MAGs.CeC200.Bin6	81_1	81
MAGs.CeC38.Bin12	81_1	81
MAGs.HEBCeC-18.Bin75	81_2	81
MAGs.GZCeC-26.Bin9	82_1	82
MAGs.WFHCeC21L.Bin32	82_2	82
MAGs.FJCeC4.Bin62	83_1	83
MAGs.SSCeC-10.Bin24	83_2	83
MAGs.HEBCeC-25.Bin60	83_3	83
MAGs.FJCeC6.Bin39	84_1	84
MAGs.WFHCeC14L.Bin129	84_1	84
MAGs.WFHCeC2L.Bin31	84_1	84
MAGs.HNCeC6.Bin9	84_2	84
MAGs.SSCeC-7.Bin35	84_3	84
MAGs.WHYCeC1R.Bin16	84_4	84
MAGs.SDQCeC4L.Bin79	84_5	84
MAGs.FJCeC1.Bin40	85_0	85
MAGs.HNCeC11.Bin87	86_0	86
MAGs.FJCeC5.Bin120	87_1	87
MAGs.SSCeC-6.Bin10	87_1	87
MAGs.WFHCeC14L.Bin29	87_1	87
MAGs.WFHCeC16L.Bin125	87_1	87
MAGs.WFHCeC2L.Bin101	87_1	87
MAGs.WFHCeC3L.Bin80	87_1	87
MAGs.FJCeC3.Bin58	88_1	88
MAGs.FJCeC4.Bin11	88_1	88
MAGs.GZCeC-10.Bin42	88_1	88
MAGs.HEBCeC-18.Bin23	88_1	88
MAGs.HEBCeC-30.Bin12	88_1	88
MAGs.HNCeC18.Bin85	88_1	88
MAGs.JSCeC3.Bin133	88_1	88
MAGs.JSCeC4.Bin68	88_1	88
MAGs.SDCeC2.Bin69	88_1	88
MAGs.SDCeC6.Bin9	88_1	88
MAGs.SDQCeC4L.Bin65	88_1	88
MAGs.SDQCeC9L.Bin8	88_1	88
MAGs.SDQCeC9R.Bin21	88_1	88
MAGs.SSCeC-10.Bin91	88_1	88
MAGs.SXCeC4.Bin38	88_1	88
MAGs.SXCeC6.Bin18	88_1	88
MAGs.WFHCeC11L.Bin38	88_1	88
MAGs.WFHCeC12L.Bin17	88_1	88
MAGs.SSCeC-2.Bin31	89_0	89
MAGs.FJCeC4.Bin85	90_1	90
MAGs.FJCeC5.Bin92	90_1	90
MAGs.HEBCeC-17.Bin62	90_1	90
MAGs.SDQCeC10L.Bin32	90_1	90
MAGs.SDQCeC1L.Bin1	90_1	90
MAGs.SDQCeC1R.Bin98	90_1	90
MAGs.SDQCeC2L.Bin18	90_1	90
MAGs.SDQCeC4R.Bin39	90_1	90
MAGs.SDQCeC8R.Bin34	90_1	90
MAGs.SDQCeC9L.Bin31	90_1	90
MAGs.SDQCeC9R.Bin72	90_1	90
MAGs.SSCeC-1.Bin66	90_1	90
MAGs.SSCeC-10.Bin54	90_1	90
MAGs.SSCeC-4.Bin8	90_1	90
MAGs.SSCeC-8.Bin10	90_1	90
MAGs.SSCeC-9.Bin71	90_1	90
MAGs.WFHCeC11L.Bin113	90_1	90
MAGs.WFHCeC12L.Bin20	90_1	90
MAGs.WFHCeC13L.Bin77	90_1	90
MAGs.WFHCeC14L.Bin69	90_1	90
MAGs.WFHCeC16L.Bin135	90_1	90
MAGs.WFHCeC1L.Bin5	90_1	90
MAGs.WFHCeC21L.Bin114	90_1	90
MAGs.WFHCeC22L.Bin27	90_1	90
MAGs.WFHCeC25L.Bin93	90_1	90
MAGs.WFHCeC2L.Bin70	90_1	90
MAGs.WFHCeC3L.Bin57	90_1	90
MAGs.WFHCeC4L.Bin81	90_1	90
MAGs.WFHCeC6L.Bin80	90_1	90
MAGs.WHYCeC2L.Bin47	90_1	90
MAGs.WHYCeC2R.Bin105	90_1	90
MAGs.WHYCeC3L.Bin41	90_1	90
MAGs.WHYCeC3R.Bin34	90_1	90
MAGs.WHYCeC7L.Bin92	90_1	90
MAGs.WHYCoC3.Bin2	90_1	90
MAGs.WFHCeC23L.Bin74	90_2	90
MAGs.FJCeC1.Bin32	91_1	91
MAGs.FJCeC2.Bin60	91_1	91
MAGs.FJCeC3.Bin57	91_1	91
MAGs.FJCeC4.Bin93	91_1	91
MAGs.FJCeC6.Bin44	91_1	91
MAGs.HNCeC11.Bin72	91_1	91
MAGs.HNCeC15.Bin25	91_1	91
MAGs.HNCeC7.Bin78	91_1	91
MAGs.HNCeC8.Bin52	91_1	91
MAGs.SDQCeC10L.Bin9	91_1	91
MAGs.SDQCeC1L.Bin107	91_1	91
MAGs.SDQCeC1R.Bin110	91_1	91
MAGs.SDQCeC3L.Bin19	91_1	91
MAGs.SDQCeC4L.Bin125	91_1	91
MAGs.SDQCeC4R.Bin61	91_1	91
MAGs.SDQCeC8R.Bin16	91_1	91
MAGs.SDQCeC9R.Bin66	91_1	91
MAGs.SSCeC-1.Bin48	91_1	91
MAGs.SSCeC-2.Bin15	91_1	91
MAGs.SSCeC-4.Bin40	91_1	91
MAGs.SSCeC-9.Bin82	91_1	91
MAGs.WFHCeC11L.Bin81	91_1	91
MAGs.WFHCeC12L.Bin85	91_1	91
MAGs.WFHCeC13L.Bin27	91_1	91
MAGs.WFHCeC14L.Bin23	91_1	91
MAGs.WFHCeC1L.Bin31	91_1	91
MAGs.WFHCeC21L.Bin65	91_1	91
MAGs.WFHCeC22L.Bin96	91_1	91
MAGs.WFHCeC23L.Bin14	91_1	91
MAGs.WFHCeC24L.Bin38	91_1	91
MAGs.WFHCeC25L.Bin14	91_1	91
MAGs.WFHCeC3L.Bin14	91_1	91
MAGs.WFHCeC6L.Bin69	91_1	91
MAGs.SDQCeC10L.Bin10	92_1	92
MAGs.SDQCeC9L.Bin53	92_1	92
MAGs.FJCeC4.Bin109	92_2	92
MAGs.FJCeC5.Bin131	92_2	92
MAGs.FJCeC6.Bin88	92_2	92
MAGs.HNCeC7.Bin33	92_2	92
MAGs.SDQCeC8R.Bin20	92_2	92
MAGs.SDQCeC9R.Bin105	92_2	92
MAGs.SSCeC-4.Bin2	92_2	92
MAGs.WFHCeC13L.Bin33	92_2	92
MAGs.WFHCeC1L.Bin58	92_2	92
MAGs.WFHCeC4L.Bin57	92_2	92
MAGs.WFHCeC6L.Bin53	92_2	92
MAGs.WHYCeC2R.Bin43	92_2	92
MAGs.WHYCeC3L.Bin17	92_2	92
MAGs.WHYCeC3R.Bin31	92_2	92
MAGs.WHYCeC6R.Bin5	92_2	92
MAGs.WHYCeC7L.Bin24	92_2	92
MAGs.SDQCeC1R.Bin44	92_3	92
MAGs.SDQCeC4R.Bin76	92_3	92
MAGs.WFHCeC14L.Bin134	92_3	92
MAGs.WFHCeC11L.Bin90	92_4	92
MAGs.SHCeC27.Bin92	93_1	93
MAGs.SHCeC7.Bin17	93_1	93
MAGs.SHCeC26.Bin57	93_2	93
MAGs.HNCeC13.Bin67	94_0	94
MAGs.FJCeC5.Bin135	95_0	95
MAGs.WFHCeC11L.Bin80	96_0	96
MAGs.SSCeC-7.Bin21	97_0	97
MAGs.CeC149.Bin14	98_1	98
MAGs.CeC192.Bin101	98_1	98
MAGs.ANCeC6.Bin94	99_1	99
MAGs.SSCeC-10.Bin65	99_2	99
MAGs.HNCeC16.Bin112	99_3	99
MAGs.HNCeC6.Bin83	99_4	99
MAGs.SHCeC16.Bin105	99_5	99
MAGs.HBCeC4.Bin39	100_1	100
MAGs.SXCeC4.Bin64	100_2	100
MAGs.ANCeC4.Bin35	100_3	100
MAGs.ANCeC5.Bin27	100_3	100
MAGs.ANCeC6.Bin90	100_3	100
MAGs.ANCeC7.Bin20	100_3	100
MAGs.SHCeC12.Bin107	100_3	100
MAGs.SHCeC16.Bin73	100_3	100
MAGs.SHCeC17.Bin23	100_3	100
MAGs.SHCeC18.Bin8	100_3	100
MAGs.SHCeC26.Bin100	100_3	100
MAGs.SHCeC27.Bin11	100_3	100
MAGs.FJCeC4.Bin75	100_4	100
MAGs.WFHCeC12L.Bin114	100_4	100
MAGs.FJCeC1.Bin84	100_5	100
MAGs.WFHCeC14L.Bin44	100_5	100
MAGs.FJCeC2.Bin39	100_6	100
MAGs.WFHCeC24L.Bin45	100_7	100
MAGs.FJCeC6.Bin62	100_8	100
MAGs.WFHCeC23L.Bin39	100_9	100
MAGs.HNCeC10.Bin37	100_10	100
MAGs.HNCeC18.Bin57	100_11	100
MAGs.HNCeC13.Bin78	100_12	100
MAGs.HNCeC6.Bin28	100_13	100
MAGs.HNCeC11.Bin58	100_14	100
MAGs.SDQCeC9R.Bin26	100_15	100
MAGs.HNCeC17.Bin79	100_16	100
MAGs.HNCeC16.Bin56	100_17	100
MAGs.FJCeC3.Bin105	100_18	100
MAGs.WHYCeC1R.Bin138	100_19	100
MAGs.WNFCeC4L.Bin51	100_20	100
MAGs.WFHCeC22L.Bin132	100_21	100
MAGs.WFHCeC16L.Bin26	100_22	100
MAGs.HNCeC5.Bin59	100_23	100
MAGs.HNCeC15.Bin56	100_24	100
MAGs.HNCeC12.Bin36	100_25	100
MAGs.GZCeC-26.Bin22	100_26	100
MAGs.SDQCeC1L.Bin3	100_27	100
MAGs.SDQCeC1R.Bin106	100_27	100
MAGs.WFHCeC25L.Bin112	100_28	100
MAGs.GZCeC-26.Bin3	101_1	101
MAGs.HEBCeC-21.Bin39	101_1	101
MAGs.SHCeC27.Bin106	101_1	101
MAGs.SXCeC1.Bin60	101_1	101
MAGs.SXCeC4.Bin118	101_1	101
MAGs.SXCeC6.Bin85	101_1	101
MAGs.HNCeC14.Bin12	102_0	102
MAGs.ANCeC7.Bin35	103_0	103
MAGs.JSCeC6.Bin62	104_1	104
MAGs.SDCeC5.Bin13	104_1	104
MAGs.SXCeC3.Bin51	104_1	104
MAGs.SXCeC5.Bin80	104_1	104
MAGs.HBCeC4.Bin19	105_1	105
MAGs.HBCeC6.Bin50	105_1	105
MAGs.ANCeC6.Bin27	106_1	106
MAGs.SHCeC27.Bin131	106_1	106
MAGs.HEBCeC-15.Bin32	107_1	107
MAGs.HNCeC4.Bin69	107_1	107
MAGs.SDQCeC7R.Bin3	107_1	107
MAGs.SDQCeC9L.Bin16	107_1	107
MAGs.SDQCeC9R.Bin39	107_1	107
MAGs.WFHCeC1L.Bin32	107_1	107
MAGs.WFHCeC21L.Bin13	107_1	107
MAGs.WNCeC1L.Bin7	107_1	107
MAGs.ANCeC2.Bin77	108_1	108
MAGs.ANCeC3.Bin91	108_1	108
MAGs.ANCeC4.Bin106	108_1	108
MAGs.ANCeC5.Bin43	108_1	108
MAGs.ANCeC6.Bin41	108_1	108
MAGs.SHCeC12.Bin41	108_1	108
MAGs.SHCeC16.Bin81	108_1	108
MAGs.SHCeC17.Bin96	108_1	108
MAGs.SHCeC18.Bin43	108_1	108
MAGs.SHCeC24.Bin95	108_1	108
MAGs.SHCeC26.Bin40	108_1	108
MAGs.SHCeC28.Bin48	108_1	108
MAGs.SHCeC15.Bin60	108_2	108
MAGs.JSCeC2.Bin15	109_1	109
MAGs.JSCeC5.Bin109	109_1	109
MAGs.JSCeC6.Bin22	109_1	109
MAGs.SDCeC5.Bin53	109_1	109
MAGs.SXCeC1.Bin20	109_1	109
MAGs.SXCeC2.Bin107	109_1	109
MAGs.SXCeC4.Bin41	109_1	109
MAGs.SXCeC5.Bin70	109_1	109
MAGs.SXCeC6.Bin49	109_1	109
MAGs.ANCeC2.Bin100	109_2	109
MAGs.ANCeC3.Bin5	109_2	109
MAGs.ANCeC5.Bin12	109_2	109
MAGs.ANCeC6.Bin34	109_2	109
MAGs.SHCeC12.Bin22	109_2	109
MAGs.SHCeC15.Bin37	109_2	109
MAGs.SHCeC16.Bin5	109_2	109
MAGs.SHCeC17.Bin27	109_2	109
MAGs.SHCeC28.Bin28	109_2	109
MAGs.SHCeC7.Bin53	109_2	109
MAGs.CeC105.Bin15	109_3	109
MAGs.HEBCeC-17.Bin21	109_4	109
MAGs.FJCeC6.Bin45	110_0	110
MAGs.WFHCeC24L.Bin113	111_0	111
MAGs.HBCeC3.Bin31	112_1	112
MAGs.MD42d_CeC1.Bin6	112_1	112
MAGs.MD42d_CeC2.Bin16	112_1	112
MAGs.MD42d_CeC3.Bin1	112_1	112
MAGs.MD42d_CeC4.Bin26	112_1	112
MAGs.MD42d_CeC5.Bin24	112_1	112
MAGs.MD42d_CeC6.Bin5	112_1	112
MAGs.MD42d_CeC7.Bin41	112_1	112
MAGs.MD42d_CeC8.Bin2	112_1	112
MAGs.MD70dCeC1.Bin50	112_1	112
MAGs.MD70dCeC2.Bin10	112_1	112
MAGs.MD70dCeC3.Bin17	112_1	112
MAGs.MD70dCeC4.Bin44	112_1	112
MAGs.MD70dCeC5.Bin32	112_1	112
MAGs.MD70dCeC6.Bin25	112_1	112
MAGs.MD70dCoC3.Bin5	112_1	112
MAGs.MD70dCoC4.Bin1	112_1	112
MAGs.MD70dCoC7.Bin12	112_1	112
MAGs.MD70d_CeC1.Bin20	112_1	112
MAGs.MD70d_CeC2.Bin8	112_1	112
MAGs.MD70d_CeC3.Bin1	112_1	112
MAGs.MD70d_CeC4.Bin45	112_1	112
MAGs.MD70d_CeC5.Bin53	112_1	112
MAGs.MD70d_CeC6.Bin32	112_1	112
MAGs.MD70d_CeC7.Bin4	112_1	112
MAGs.MD70d_CeC8.Bin39	112_1	112
MAGs.PD42d_CeC1.Bin4	112_1	112
MAGs.PD42d_CeC2.Bin4	112_1	112
MAGs.PD42d_CeC3.Bin19	112_1	112
MAGs.PD42d_CeC4.Bin15	112_1	112
MAGs.PD42d_CeC5.Bin19	112_1	112
MAGs.PD42d_CeC6.Bin48	112_1	112
MAGs.PD42d_CeC7.Bin7	112_1	112
MAGs.PD42d_CeC8.Bin26	112_1	112
MAGs.PD70dCeC1.Bin49	112_1	112
MAGs.PD70dCeC2.Bin8	112_1	112
MAGs.PD70dCeC3.Bin80	112_1	112
MAGs.PD70dCeC4.Bin24	112_1	112
MAGs.PD70dCeC5.Bin51	112_1	112
MAGs.PD70dCeC6.Bin21	112_1	112
MAGs.PD70dCoC1.Bin30	112_1	112
MAGs.PD70dCoC3.Bin3	112_1	112
MAGs.PD70dCoC4.Bin2	112_1	112
MAGs.PD70dCoC5.Bin9	112_1	112
MAGs.PD70d_CeC1.Bin5	112_1	112
MAGs.PD70d_CeC2.Bin19	112_1	112
MAGs.PD70d_CeC3.Bin67	112_1	112
MAGs.PD70d_CeC4.Bin59	112_1	112
MAGs.PD70d_CeC5.Bin22	112_1	112
MAGs.PD70d_CeC6.Bin27	112_1	112
MAGs.PD70d_CeC7.Bin18	112_1	112
MAGs.PD70d_CeC8.Bin56	112_1	112
MAGs.SDCeC1.Bin80	112_1	112
MAGs.SDCeC3.Bin4	112_1	112
MAGs.SDCeC6.Bin55	112_1	112
MAGs.FJCeC3.Bin27	113_1	113
MAGs.WHYCeC1R.Bin81	113_2	113
MAGs.SSCeC-10.Bin52	113_3	113
MAGs.WFHCeC25L.Bin25	113_4	113
MAGs.FJCeC3.Bin112	114_0	114
MAGs.WFHCeC11L.Bin106	115_0	115
MAGs.JSCeC1.Bin57	116_1	116
MAGs.JSCeC2.Bin126	116_1	116
MAGs.JSCeC3.Bin5	116_1	116
MAGs.JSCeC4.Bin91	116_1	116
MAGs.JSCeC5.Bin34	116_1	116
MAGs.JSCeC6.Bin71	116_1	116
MAGs.SDCeC1.Bin70	116_1	116
MAGs.SDCeC2.Bin67	116_1	116
MAGs.SDCeC3.Bin7	116_1	116
MAGs.SXCeC1.Bin6	116_1	116
MAGs.SXCeC4.Bin69	116_1	116
MAGs.SXCeC6.Bin47	116_1	116
MAGs.HEBCeC-7.Bin8	116_2	116
MAGs.HNCeC6.Bin49	116_3	116
MAGs.WFHCeC13L.Bin116	117_1	117
MAGs.WFHCeC1L.Bin22	117_2	117
MAGs.WHYCeC3L.Bin15	117_3	117
MAGs.WHYCeC7L.Bin53	117_4	117
MAGs.WFHCeC11L.Bin21	117_5	117
MAGs.HNCeC5.Bin52	117_6	117
MAGs.HEBCeC-17.Bin42	118_1	118
MAGs.HEBCeC-25.Bin36	118_1	118
MAGs.SHCeC28.Bin95	118_2	118
MAGs.SDQCeC4L.Bin61	118_3	118
MAGs.WFHCeC16L.Bin77	119_1	119
MAGs.WFHCeC24L.Bin17	119_2	119
MAGs.HNCeC13.Bin11	120_0	120
MAGs.FJCeC3.Bin97	121_1	121
MAGs.WFHCeC13L.Bin80	121_1	121
MAGs.FJCeC6.Bin78	121_2	121
MAGs.WFHCeC22L.Bin38	121_2	121
MAGs.FJCeC4.Bin110	121_3	121
MAGs.SSCeC-10.Bin70	121_4	121
MAGs.SSCeC-9.Bin61	121_4	121
MAGs.WFHCeC2L.Bin35	121_5	121
MAGs.WHYCeC1R.Bin49	121_6	121
MAGs.HNCeC6.Bin46	121_7	121
MAGs.CeC164.Bin20	121_8	121
MAGs.JSCeC3.Bin101	122_1	122
MAGs.JSCeC4.Bin73	122_1	122
MAGs.SDCeC1.Bin44	122_1	122
MAGs.SDCeC3.Bin32	122_1	122
MAGs.SDCeC5.Bin4	122_1	122
MAGs.SDCeC6.Bin56	122_1	122
MAGs.SXCeC1.Bin69	122_1	122
MAGs.SXCeC2.Bin101	122_1	122
MAGs.SSCeC-1.Bin33	122_2	122
MAGs.SSCeC-10.Bin66	122_3	122
MAGs.FJCeC2.Bin34	122_4	122
MAGs.WFHCeC16L.Bin75	122_4	122
MAGs.FJCeC5.Bin115	122_5	122
MAGs.SHCeC24.Bin40	123_1	123
MAGs.SXCeC4.Bin98	123_2	123
MAGs.ANCeC4.Bin73	124_0	124
MAGs.HNCeC16.Bin106	125_1	125
MAGs.WFHCeC14L.Bin145	125_2	125
MAGs.FJCeC2.Bin67	126_0	126
MAGs.FJCeC5.Bin97	127_1	127
MAGs.SSCeC-1.Bin42	127_1	127
MAGs.SSCeC-2.Bin28	127_1	127
MAGs.SSCeC-4.Bin32	127_1	127
MAGs.WFHCeC16L.Bin54	127_1	127
MAGs.WHYCeC3L.Bin50	127_1	127
MAGs.WHYCeC7L.Bin63	127_1	127
MAGs.WNFCeC4L.Bin4	127_1	127
MAGs.HEBCeC-30.Bin2	127_2	127
MAGs.FJCeC2.Bin112	128_1	128
MAGs.FJCeC6.Bin33	128_1	128
MAGs.HEBCeC-17.Bin41	128_1	128
MAGs.SDQCeC4L.Bin32	128_1	128
MAGs.WFHCeC22L.Bin9	128_1	128
MAGs.HEBCeC-25.Bin90	129_1	129
MAGs.SDQCeC1R.Bin107	129_2	129
MAGs.SDQCeC1L.Bin52	130_1	130
MAGs.SDQCeC1R.Bin8	130_1	130
MAGs.SDQCeC9R.Bin4	130_1	130
MAGs.CeC192.Bin126	131_1	131
MAGs.CeC38.Bin30	131_1	131
MAGs.CeC6.Bin12	131_1	131
MAGs.SSCeC-1.Bin75	132_1	132
MAGs.SSCeC-10.Bin36	132_1	132
MAGs.SSCeC-5.Bin3	132_1	132
MAGs.HEBCeC-18.Bin13	133_1	133
MAGs.HEBCeC-25.Bin21	133_1	133
MAGs.FJCeC2.Bin19	133_2	133
MAGs.GZCeC-26.Bin30	133_3	133
MAGs.ANCeC1.Bin52	134_1	134
MAGs.ANCeC2.Bin28	134_1	134
MAGs.ANCeC3.Bin64	134_1	134
MAGs.ANCeC4.Bin59	134_1	134
MAGs.ANCeC5.Bin34	134_1	134
MAGs.ANCeC6.Bin77	134_1	134
MAGs.ANCeC7.Bin65	134_1	134
MAGs.SHCeC1.Bin19	134_1	134
MAGs.SHCeC12.Bin31	134_1	134
MAGs.SHCeC15.Bin57	134_1	134
MAGs.SHCeC16.Bin115	134_1	134
MAGs.SHCeC17.Bin65	134_1	134
MAGs.SHCeC18.Bin35	134_1	134
MAGs.SHCeC24.Bin129	134_1	134
MAGs.SHCeC26.Bin77	134_1	134
MAGs.SHCeC27.Bin21	134_1	134
MAGs.SHCeC28.Bin66	134_1	134
MAGs.SHCeC4.Bin8	134_1	134
MAGs.SHCeC7.Bin26	134_1	134
MAGs.SDQCeC4L.Bin121	135_0	135
MAGs.FJCeC6.Bin5	136_0	136
MAGs.SDQCeC1L.Bin76	137_1	137
MAGs.SDQCeC1R.Bin7	137_1	137
MAGs.WFHCeC2L.Bin93	137_1	137
MAGs.HEBCeC-21.Bin30	138_1	138
MAGs.HEBCeC-25.Bin14	138_2	138
MAGs.WFHCeC21L.Bin41	139_1	139
MAGs.WFHCeC2L.Bin1	139_1	139
MAGs.FJCeC4.Bin107	140_1	140
MAGs.GZCeC-10.Bin29	140_1	140
MAGs.HEBCeC-15.Bin23	140_1	140
MAGs.HEBCeC-17.Bin51	140_1	140
MAGs.HEBCeC-18.Bin45	140_1	140
MAGs.HEBCeC-21.Bin21	140_1	140
MAGs.HEBCeC-22.Bin8	140_1	140
MAGs.HEBCeC-30.Bin18	140_1	140
MAGs.HEBCeC-7.Bin23	140_1	140
MAGs.HNCeC13.Bin22	140_1	140
MAGs.HNCeC4.Bin84	140_1	140
MAGs.HNCeC5.Bin43	140_1	140
MAGs.HNCeC6.Bin31	140_1	140
MAGs.SDQCeC10L.Bin33	140_1	140
MAGs.SDQCeC1L.Bin22	140_1	140
MAGs.SDQCeC1R.Bin80	140_1	140
MAGs.SDQCeC2L.Bin31	140_1	140
MAGs.SDQCeC9L.Bin33	140_1	140
MAGs.SDQCeC9R.Bin17	140_1	140
MAGs.WFHCeC11L.Bin14	140_1	140
MAGs.WFHCeC12L.Bin97	140_1	140
MAGs.WFHCeC1L.Bin125	140_1	140
MAGs.WFHCeC21L.Bin119	140_1	140
MAGs.WFHCeC23L.Bin21	140_1	140
MAGs.WFHCeC4L.Bin26	140_1	140
MAGs.WFHCeC6L.Bin96	140_1	140
MAGs.WHYCeC1L.Bin24	140_1	140
MAGs.WHYCeC1R.Bin90	140_1	140
MAGs.WHYCeC2L.Bin66	140_1	140
MAGs.WHYCeC2R.Bin97	140_1	140
MAGs.WHYCeC3L.Bin63	140_1	140
MAGs.WHYCeC3R.Bin54	140_1	140
MAGs.WHYCeC4L.Bin55	140_1	140
MAGs.WHYCeC6L.Bin26	140_1	140
MAGs.WHYCeC6R.Bin4	140_1	140
MAGs.WHYCeC7L.Bin62	140_1	140
MAGs.WHYCoC1.Bin31	140_1	140
MAGs.FJCeC1.Bin87	141_1	141
MAGs.WFHCeC25L.Bin121	141_1	141
MAGs.HNCeC6.Bin99	142_1	142
MAGs.WFHCeC11L.Bin46	142_1	142
MAGs.WFHCeC25L.Bin98	142_1	142
MAGs.HNCeC13.Bin2	143_1	143
MAGs.WFHCeC25L.Bin130	143_1	143
MAGs.WFHCeC12L.Bin21	143_2	143
MAGs.FJCeC1.Bin99	144_1	144
MAGs.FJCeC2.Bin130	144_1	144
MAGs.FJCeC4.Bin47	144_1	144
MAGs.FJCeC5.Bin23	144_1	144
MAGs.FJCeC6.Bin31	144_1	144
MAGs.HEBCeC-17.Bin1	144_1	144
MAGs.HEBCeC-21.Bin54	144_1	144
MAGs.HNCeC15.Bin8	144_1	144
MAGs.HNCeC18.Bin95	144_1	144
MAGs.HNCeC5.Bin41	144_1	144
MAGs.SDQCeC3L.Bin48	144_1	144
MAGs.SDQCeC9L.Bin58	144_1	144
MAGs.SDQCeC9R.Bin18	144_1	144
MAGs.SSCeC-10.Bin35	144_1	144
MAGs.SSCeC-7.Bin17	144_1	144
MAGs.SSCeC-9.Bin8	144_1	144
MAGs.WFHCeC11L.Bin71	144_1	144
MAGs.WFHCeC12L.Bin26	144_1	144
MAGs.WFHCeC13L.Bin126	144_1	144
MAGs.WFHCeC16L.Bin35	144_1	144
MAGs.WFHCeC1L.Bin39	144_1	144
MAGs.WFHCeC21L.Bin67	144_1	144
MAGs.WFHCeC22L.Bin78	144_1	144
MAGs.WFHCeC23L.Bin53	144_1	144
MAGs.WFHCeC24L.Bin58	144_1	144
MAGs.WFHCeC25L.Bin75	144_1	144
MAGs.WFHCeC2L.Bin22	144_1	144
MAGs.WFHCeC4L.Bin64	144_1	144
MAGs.WFHCeC6L.Bin102	144_1	144
MAGs.WHYCeC1L.Bin64	144_1	144
MAGs.WHYCeC1R.Bin19	144_1	144
MAGs.WHYCeC2L.Bin4	144_1	144
MAGs.WHYCeC2R.Bin9	144_1	144
MAGs.WHYCeC6L.Bin4	144_1	144
MAGs.WHYCeC6R.Bin46	144_1	144
MAGs.WHYCeC7L.Bin39	144_1	144
MAGs.WHYCeC7R.Bin7	144_1	144
MAGs.WNFCeC4L.Bin2	144_1	144
MAGs.FJCeC1.Bin18	145_1	145
MAGs.FJCeC3.Bin2	145_1	145
MAGs.HNCeC16.Bin46	145_1	145
MAGs.SDQCeC4R.Bin23	145_1	145
MAGs.SSCeC-10.Bin1	145_1	145
MAGs.SSCeC-2.Bin53	145_1	145
MAGs.SSCeC-7.Bin49	145_1	145
MAGs.SSCeC-8.Bin32	145_1	145
MAGs.SSCeC-9.Bin16	145_1	145
MAGs.WFHCeC2L.Bin72	145_1	145
MAGs.SSCeC-10.Bin50	146_1	146
MAGs.SSCeC-9.Bin20	146_1	146
MAGs.FJCeC1.Bin49	147_1	147
