id	genes	cazyfamily	phylum
SDQCeC10L.Bin32	45	29	Bacteroidota
SDQCeC10L.Bin33	113	58	Bacteroidota
SDQCeC10L.Bin34	39	21	Deferribacterota
SDQCeC10L.Bin36	121	53	Bacteroidota
SDQCeC10L.Bin42	64	36	Firmicutes
SDQCeC10L.Bin47	28	15	Desulfobacterota
SDQCeC10L.Bin7	127	57	Bacteroidota
SDQCeC10L.Bin9	35	26	Bacteroidota
SDQCeC1L.Bin1	56	35	Bacteroidota
SDQCeC1L.Bin100	49	34	Firmicutes
SDQCeC1L.Bin105	33	19	Firmicutes
SDQCeC1L.Bin106	48	20	Firmicutes
SDQCeC1L.Bin107	44	26	Bacteroidota
SDQCeC1L.Bin114	89	47	Bacteroidota
SDQCeC1L.Bin115	63	42	Firmicutes
SDQCeC1L.Bin12	56	27	Bacteroidota
SDQCeC1L.Bin13	9	9	Patescibacteria
SDQCeC1L.Bin2	179	76	Bacteroidota
SDQCeC1L.Bin20	49	37	Firmicutes
SDQCeC1L.Bin22	116	56	Bacteroidota
SDQCeC1L.Bin24	40	21	Firmicutes
SDQCeC1L.Bin34	111	60	Firmicutes
SDQCeC1L.Bin45	67	38	Firmicutes
SDQCeC1L.Bin6	74	33	Firmicutes
SDQCeC1L.Bin60	51	29	Firmicutes
SDQCeC1L.Bin7	99	43	Firmicutes
SDQCeC1L.Bin71	84	40	Firmicutes
SDQCeC1L.Bin73	120	50	Firmicutes
SDQCeC1L.Bin75	51	25	Firmicutes
SDQCeC1L.Bin76	100	58	Bacteroidota
SDQCeC1L.Bin8	77	31	Firmicutes
SDQCeC1L.Bin89	45	27	Firmicutes
SDQCeC1L.Bin95	85	51	Bacteroidota
SDQCeC1L.Bin96	146	51	Firmicutes
SDQCeC1L.Bin98	39	26	Firmicutes
SDQCeC1L.Bin99	42	28	Firmicutes
SDQCeC1R.Bin10	52	27	Deferribacterota
SDQCeC1R.Bin100	84	43	Bacteroidota
SDQCeC1R.Bin101	72	28	Bacteroidota
SDQCeC1R.Bin102	74	33	Firmicutes
SDQCeC1R.Bin105	115	49	Firmicutes
SDQCeC1R.Bin106	48	27	Bacteroidota
SDQCeC1R.Bin107	108	58	Bacteroidota
SDQCeC1R.Bin109	95	41	Proteobacteria
SDQCeC1R.Bin11	60	30	Cyanobacteria
SDQCeC1R.Bin112	51	27	Firmicutes
SDQCeC1R.Bin116	124	56	Bacteroidota
SDQCeC1R.Bin119	66	43	Firmicutes
SDQCeC1R.Bin123	7	7	Proteobacteria
SDQCeC1R.Bin126	33	24	Fusobacteriota
SDQCeC1R.Bin14	8	6	Firmicutes
SDQCeC1R.Bin15	109	45	Firmicutes
SDQCeC1R.Bin18	123	53	Firmicutes
SDQCeC1R.Bin19	110	50	Firmicutes
SDQCeC1R.Bin2	55	24	Firmicutes
SDQCeC1R.Bin22	17	15	Desulfobacterota
SDQCeC1R.Bin25	119	48	Firmicutes
SDQCeC1R.Bin28	82	47	Firmicutes
SDQCeC1R.Bin33	66	39	Firmicutes
SDQCeC1R.Bin35	12	7	Thermoplasmatota
SDQCeC1R.Bin39	114	49	Bacteroidota
SDQCeC1R.Bin44	64	39	Bacteroidota
SDQCeC1R.Bin46	34	19	Proteobacteria
SDQCeC1R.Bin5	83	36	Firmicutes
SDQCeC1R.Bin52	138	59	Bacteroidota
SDQCeC1R.Bin53	52	26	Firmicutes
SDQCeC1R.Bin61	97	50	Firmicutes
SDQCeC1R.Bin62	20	13	Firmicutes
SDQCeC1R.Bin63	68	41	Bacteroidota
SDQCeC1R.Bin65	146	61	Bacteroidota
SDQCeC1R.Bin69	150	67	Bacteroidota
SDQCeC1R.Bin7	122	66	Bacteroidota
SDQCeC1R.Bin70	71	44	Bacteroidota
SDQCeC1R.Bin74	30	20	Bacteroidota
SDQCeC1R.Bin76	45	26	Firmicutes
SDQCeC1R.Bin79	18	14	Proteobacteria
SDQCeC1R.Bin8	180	67	Bacteroidota
SDQCeC1R.Bin80	136	66	Bacteroidota
SDQCeC1R.Bin81	213	78	Bacteroidota
SDQCeC1R.Bin84	109	53	Bacteroidota
SDQCeC1R.Bin88	84	44	Proteobacteria
SDQCeC1R.Bin9	64	30	Firmicutes
SDQCeC1R.Bin91	52	33	Firmicutes
SDQCeC1R.Bin94	84	44	Firmicutes
SDQCeC1R.Bin95	50	32	Firmicutes
SDQCeC1R.Bin98	76	42	Bacteroidota
SDQCeC2L.Bin10	29	18	Firmicutes
SDQCeC2L.Bin13	12	9	Firmicutes
SDQCeC2L.Bin15	111	57	Firmicutes
SDQCeC2L.Bin18	67	33	Bacteroidota
SDQCeC2L.Bin2	73	34	Firmicutes
SDQCeC2L.Bin21	16	12	Actinobacteriota
SDQCeC2L.Bin23	19	13	Firmicutes
SDQCeC2L.Bin26	50	26	Firmicutes
SDQCeC2L.Bin27	64	43	Firmicutes
SDQCeC2L.Bin29	168	70	Bacteroidota
SDQCeC2L.Bin31	140	60	Bacteroidota
SDQCeC2L.Bin32	77	40	Firmicutes
SDQCeC2L.Bin34	88	44	Bacteroidota
SDQCeC2L.Bin35	14	8	Firmicutes
SDQCeC2L.Bin41	38	22	Spirochaetota
SDQCeC2L.Bin48	146	61	Bacteroidota
SDQCeC3L.Bin24	50	28	Firmicutes
SDQCeC3L.Bin25	72	25	Desulfobacterota
SDQCeC3L.Bin36	109	51	Bacteroidota
SDQCeC3L.Bin37	8	8	Firmicutes
SDQCeC3L.Bin45	98	40	Firmicutes
SDQCeC3L.Bin48	82	39	Bacteroidota
SDQCeC3L.Bin49	18	11	Actinobacteriota
SDQCeC3L.Bin53	42	24	Firmicutes
SDQCeC3L.Bin54	78	32	Firmicutes
SDQCeC3L.Bin6	100	49	Bacteroidota
SDQCeC3L.Bin61	55	21	Firmicutes
SDQCeC3L.Bin72	81	36	Firmicutes
SDQCeC3L.Bin73	65	27	Bacteroidota
SDQCeC4L.Bin10	105	54	Firmicutes
SDQCeC4L.Bin103	33	21	Firmicutes
SDQCeC4L.Bin106	60	35	Spirochaetota
SDQCeC4L.Bin107	44	28	Spirochaetota
SDQCeC4L.Bin109	56	26	Actinobacteriota
SDQCeC4L.Bin113	31	21	Firmicutes
SDQCeC4L.Bin121	139	70	Bacteroidota
SDQCeC4L.Bin122	24	18	Proteobacteria
SDQCeC4L.Bin124	52	31	Bacteroidota
SDQCeC4L.Bin125	46	26	Bacteroidota
SDQCeC4L.Bin127	80	38	Firmicutes
SDQCeC4L.Bin15	27	15	Actinobacteriota
SDQCeC4L.Bin17	11	7	Firmicutes
SDQCeC4L.Bin23	155	67	Bacteroidota
SDQCeC4L.Bin26	32	24	Firmicutes
SDQCeC4L.Bin28	110	48	Firmicutes
SDQCeC4L.Bin31	110	41	Firmicutes
SDQCeC4L.Bin32	96	54	Bacteroidota
SDQCeC4L.Bin34	72	34	Firmicutes
SDQCeC4L.Bin37	59	26	Firmicutes
SDQCeC4L.Bin40	103	47	Bacteroidota
SDQCeC4L.Bin42	31	18	Firmicutes
SDQCeC4L.Bin46	89	43	Bacteroidota
SDQCeC4L.Bin48	55	31	Firmicutes
SDQCeC4L.Bin5	67	34	Firmicutes
SDQCeC4L.Bin53	63	30	Firmicutes
SDQCeC4L.Bin6	71	30	Firmicutes
SDQCeC4L.Bin61	149	67	Bacteroidota
SDQCeC4L.Bin63	59	40	Firmicutes
SDQCeC4L.Bin65	74	41	Bacteroidota
SDQCeC4L.Bin69	33	19	Firmicutes
SDQCeC4L.Bin77	42	26	Spirochaetota
SDQCeC4L.Bin79	75	37	Bacteroidota
SDQCeC4L.Bin8	46	27	Firmicutes
SDQCeC4L.Bin86	32	24	Firmicutes
SDQCeC4L.Bin88	76	40	Verrucomicrobiota
SDQCeC4L.Bin90	91	48	Firmicutes
SDQCeC4L.Bin96	163	65	Bacteroidota
SDQCeC4R.Bin2	111	52	Bacteroidota
SDQCeC4R.Bin23	49	30	Bacteroidota
SDQCeC4R.Bin24	107	45	Bacteroidota
SDQCeC4R.Bin25	37	11	Methanobacteriota
SDQCeC4R.Bin26	193	84	Bacteroidota
SDQCeC4R.Bin28	32	24	Spirochaetota
SDQCeC4R.Bin29	146	64	Bacteroidota
SDQCeC4R.Bin33	22	15	Elusimicrobiota
SDQCeC4R.Bin34	156	53	Firmicutes
SDQCeC4R.Bin35	76	34	Firmicutes
SDQCeC4R.Bin36	58	40	Proteobacteria
SDQCeC4R.Bin39	56	33	Bacteroidota
SDQCeC4R.Bin42	130	51	Firmicutes
SDQCeC4R.Bin49	84	47	Bacteroidota
SDQCeC4R.Bin5	100	39	Firmicutes
SDQCeC4R.Bin52	135	58	Bacteroidota
SDQCeC4R.Bin54	63	36	Firmicutes
SDQCeC4R.Bin56	161	54	Bacteroidota
SDQCeC4R.Bin58	90	51	Firmicutes
SDQCeC4R.Bin6	147	62	Bacteroidota
SDQCeC4R.Bin62	54	31	Spirochaetota
SDQCeC4R.Bin64	11	9	Firmicutes
SDQCeC4R.Bin65	71	30	Elusimicrobiota
SDQCeC4R.Bin70	28	18	Proteobacteria
SDQCeC4R.Bin71	205	75	Bacteroidota
SDQCeC4R.Bin72	52	34	Bacteroidota
SDQCeC4R.Bin76	62	37	Bacteroidota
SDQCeC4R.Bin8	112	54	Bacteroidota
SDQCeC4R.Bin91	123	56	Bacteroidota
SDQCeC5L.Bin1	39	25	Fusobacteriota
SDQCeC5L.Bin2	37	21	Deferribacterota
SDQCeC5L.Bin3	53	36	Firmicutes
SDQCeC5L.Bin5	36	21	Desulfobacterota
SDQCeC7R.Bin2	111	54	Bacteroidota
SDQCeC7R.Bin7	61	36	Bacteroidota
SDQCeC8L.Bin14	37	25	Firmicutes
SDQCeC8L.Bin2	51	35	Firmicutes
SDQCeC8L.Bin20	91	41	Firmicutes
SDQCeC8L.Bin24	100	37	Firmicutes
SDQCeC8L.Bin30	26	14	Firmicutes
SDQCeC8L.Bin31	168	63	Bacteroidota
SDQCeC8L.Bin32	82	45	Bacteroidota
SDQCeC8L.Bin36	26	18	Actinobacteriota
SDQCeC8L.Bin37	105	53	Bacteroidota
SDQCeC8L.Bin4	32	23	Spirochaetota
SDQCeC8L.Bin44	54	22	Desulfobacterota
SDQCeC8L.Bin47	34	22	Firmicutes
SDQCeC8L.Bin58	120	52	Firmicutes
SDQCeC8L.Bin6	39	18	Deferribacterota
SDQCeC8L.Bin7	26	17	Actinobacteriota
SDQCeC8L.Bin8	47	23	Firmicutes
SDQCeC8R.Bin10	211	74	Bacteroidota
SDQCeC8R.Bin14	89	46	Bacteroidota
SDQCeC8R.Bin15	14	13	Proteobacteria
SDQCeC8R.Bin16	43	27	Bacteroidota
SDQCeC8R.Bin20	52	35	Bacteroidota
SDQCeC8R.Bin25	42	27	Spirochaetota
SDQCeC8R.Bin31	33	20	Deferribacterota
SDQCeC8R.Bin34	52	31	Bacteroidota
SDQCeC8R.Bin37	111	55	Bacteroidota
SDQCeC8R.Bin38	78	43	Bacteroidota
SDQCeC8R.Bin39	63	35	Firmicutes
SDQCeC8R.Bin46	103	54	Bacteroidota
SDQCeC8R.Bin47	38	24	Spirochaetota
SDQCeC8R.Bin49	186	69	Bacteroidota
SDQCeC8R.Bin50	107	50	Bacteroidota
SDQCeC8R.Bin54	65	25	Desulfobacterota
SDQCeC8R.Bin8	17	12	Firmicutes
SDQCeC8R.Bin9	140	61	Bacteroidota
SDQCeC9L.Bin18	83	33	Firmicutes
SDQCeC9L.Bin25	135	55	Firmicutes
SDQCeC9L.Bin3	21	12	Firmicutes
SDQCeC9L.Bin31	57	35	Bacteroidota
SDQCeC9L.Bin32	29	18	Proteobacteria
SDQCeC9L.Bin4	59	39	Firmicutes
SDQCeC9L.Bin44	83	43	Bacteroidota
SDQCeC9L.Bin48	35	24	Firmicutes
SDQCeC9L.Bin53	61	35	Bacteroidota
SDQCeC9L.Bin55	57	27	Desulfobacterota
SDQCeC9L.Bin56	65	34	Bacteroidota
SDQCeC9L.Bin59	103	45	Firmicutes
SDQCeC9L.Bin60	86	39	Firmicutes
SDQCeC9L.Bin62	52	23	Firmicutes
SDQCeC9L.Bin64	178	78	Bacteroidota
SDQCeC9L.Bin66	164	67	Bacteroidota
SDQCeC9L.Bin74	7	6	Firmicutes
SDQCeC9L.Bin77	23	14	Fusobacteriota
SDQCeC9L.Bin84	40	29	Firmicutes
SDQCeC9L.Bin85	14	10	Actinobacteriota
SDQCeC9L.Bin86	49	29	Firmicutes
SDQCeC9L.Bin92	110	53	Bacteroidota
SDQCeC9L.Bin93	119	55	Bacteroidota
SDQCeC9L.Bin94	86	49	Firmicutes
SDQCeC9L.Bin95	28	18	Actinobacteriota
SDQCeC9R.Bin1	17	14	Firmicutes
SDQCeC9R.Bin101	29	24	Firmicutes
SDQCeC9R.Bin104	172	67	Bacteroidota
SDQCeC9R.Bin105	48	26	Bacteroidota
SDQCeC9R.Bin22	45	28	Firmicutes
SDQCeC9R.Bin23	15	13	Patescibacteria
SDQCeC9R.Bin24	71	39	Bacteroidota
SDQCeC9R.Bin26	48	28	Bacteroidota
SDQCeC9R.Bin28	170	75	Bacteroidota
SDQCeC9R.Bin31	107	44	Firmicutes
SDQCeC9R.Bin35	69	30	Firmicutes
SDQCeC9R.Bin38	203	81	Bacteroidota
SDQCeC9R.Bin40	145	52	Firmicutes
SDQCeC9R.Bin41	40	21	Deferribacterota
SDQCeC9R.Bin43	154	69	Bacteroidota
SDQCeC9R.Bin44	126	65	Bacteroidota
SDQCeC9R.Bin54	94	43	Firmicutes
SDQCeC9R.Bin58	63	38	Bacteroidota
SDQCeC9R.Bin62	69	35	Firmicutes
SDQCeC9R.Bin64	69	42	Bacteroidota
SDQCeC9R.Bin66	44	28	Bacteroidota
SDQCeC9R.Bin68	116	58	Firmicutes
SDQCeC9R.Bin7	103	54	Bacteroidota
SDQCeC9R.Bin70	184	71	Bacteroidota
SDQCeC9R.Bin71	13	10	Firmicutes
SDQCeC9R.Bin72	57	29	Bacteroidota
SDQCeC9R.Bin82	85	48	Bacteroidota
SDQCeC9R.Bin85	28	19	Proteobacteria
SDQCeC9R.Bin87	56	34	Fusobacteriota
SDQCeC9R.Bin89	59	32	Firmicutes
SDQCeC9R.Bin90	72	46	Bacteroidota
SDQCeC9R.Bin92	92	49	Bacteroidota
SDQCeC9R.Bin93	83	36	Bacteroidota
SDQCeC9R.Bin98	47	22	Desulfobacterota
SDQCeC9R.Bin99	59	24	Firmicutes
SDQCoC1.Bin3	100	43	Firmicutes
SDQCoC1.Bin4	19	16	Firmicutes
SDQCoC4.Bin2	50	25	Actinobacteriota
SDQCoC4.Bin4	39	21	Firmicutes
SDQCoC4.Bin5	23	17	Firmicutes
SDQCoC4.Bin6	65	37	Fusobacteriota
SDQCoC4.Bin7	75	41	Proteobacteria
SDQCoC4.Bin8	52	31	Firmicutes
SDQCoC5.Bin10	23	15	Firmicutes
SDQCoC5.Bin15	101	44	Firmicutes
SDQCoC5.Bin17	91	48	Firmicutes
SDQCoC5.Bin2	75	38	Actinobacteriota
SDQCoC5.Bin25	55	29	Firmicutes
SDQCoC5.Bin28	47	22	Firmicutes
SDQCoC5.Bin30	36	21	Firmicutes
SDQCoC5.Bin32	141	44	Actinobacteriota
SDQCoC5.Bin37	179	66	Actinobacteriota
SDQCoC5.Bin4	24	15	Firmicutes
SDQCoC5.Bin5	66	36	Firmicutes
SDQCoC5.Bin8	82	35	Firmicutes
SDQCoC5.Bin9	18	12	Actinobacteriota
SDQCoC7.Bin12	121	39	Actinobacteriota
SDQCoC7.Bin14	25	12	Firmicutes
SDQCoC7.Bin18	124	45	Firmicutes
SDQCoC7.Bin2	25	19	Firmicutes
SDQCoC7.Bin22	66	40	Firmicutes
SDQCoC7.Bin23	69	33	Firmicutes
SDQCoC7.Bin8	32	21	Firmicutes
SDQCoC8.Bin1	38	20	Firmicutes
SDQCoC8.Bin3	30	22	Firmicutes
SDQILC1.Bin1	82	34	Actinobacteriota
SDQILC1.Bin10	60	34	Firmicutes
SDQILC1.Bin12	83	36	Actinobacteriota
SDQILC1.Bin14	23	17	Firmicutes
SDQILC1.Bin2	161	60	Actinobacteriota
SDQILC1.Bin23	57	29	Actinobacteriota
SDQILC1.Bin31	70	36	Firmicutes
SDQILC1.Bin33	148	58	Firmicutes
SDQILC1.Bin7	95	44	Actinobacteriota
SDQILC1.Bin8	35	20	Actinobacteriota
SDQILC1.Bin9	86	36	Firmicutes
SDQILC2.Bin10	29	19	Firmicutes
SDQILC2.Bin11	57	30	Firmicutes
SDQILC2.Bin13	160	37	Firmicutes
SDQILC2.Bin14	75	33	Firmicutes
SDQILC2.Bin16	44	23	Firmicutes
SDQILC2.Bin2	54	26	Firmicutes
SDQILC2.Bin6	203	62	Firmicutes
SDQILC2.Bin9	103	51	Proteobacteria
SDQILC4.Bin11	75	36	Firmicutes
SDQILC4.Bin14	89	43	Firmicutes
SDQILC4.Bin5	12	11	Firmicutes
SDQILC4.Bin6	81	33	Actinobacteriota
SDQILC4.Bin9	78	37	Proteobacteria
SDQILC5.Bin1	80	44	Firmicutes
SDQILC5.Bin10	37	21	Firmicutes
SDQILC5.Bin14	165	69	Actinobacteriota
SDQILC5.Bin15	94	47	Actinobacteriota
SDQILC5.Bin17	78	28	Firmicutes
SDQILC5.Bin18	67	25	Firmicutes
SDQILC5.Bin21	49	27	Firmicutes
SDQILC5.Bin22	27	19	Firmicutes
SDQILC5.Bin26	95	44	Actinobacteriota
SDQILC5.Bin29	79	33	Actinobacteriota
SDQILC5.Bin31	55	29	Firmicutes
SDQILC5.Bin34	58	33	Firmicutes
SDQILC5.Bin6	40	20	Firmicutes
SDQILC8.Bin1	38	23	Firmicutes
SDQILC9.Bin11	94	45	Actinobacteriota
SDQILC9.Bin2	41	16	Firmicutes
SDQILC9.Bin5	64	31	Firmicutes
SDQILC9.Bin6	54	27	Firmicutes
SDQILC9.Bin8	22	13	Firmicutes
SDQILC9.Bin9	56	28	Actinobacteriota
SHCeC1.Bin11	40	19	Actinobacteriota
SHCeC1.Bin15	164	58	Firmicutes
SHCeC1.Bin18	99	43	Firmicutes
SHCeC1.Bin26	32	19	Synergistota
SHCeC1.Bin30	33	25	Firmicutes
SHCeC1.Bin31	128	39	Firmicutes
SHCeC1.Bin38	129	53	Bacteroidota
SHCeC1.Bin43	107	41	Firmicutes
SHCeC1.Bin45	139	51	Firmicutes
SHCeC1.Bin47	72	41	Firmicutes
SHCeC1.Bin58	18	13	Patescibacteria
SHCeC1.Bin61	53	29	Firmicutes
SHCeC1.Bin67	129	58	Bacteroidota
SHCeC1.Bin69	56	28	Firmicutes
SHCeC1.Bin71	206	78	Bacteroidota
SHCeC1.Bin85	144	57	Firmicutes
SHCeC12.Bin103	48	25	Firmicutes
SHCeC12.Bin11	129	64	Bacteroidota
SHCeC12.Bin114	149	67	Bacteroidota
SHCeC12.Bin118	19	14	Firmicutes
SHCeC12.Bin15	72	25	Firmicutes
SHCeC12.Bin16	92	56	Firmicutes
SHCeC12.Bin19	126	46	Firmicutes
SHCeC12.Bin24	80	37	Actinobacteriota
SHCeC12.Bin25	87	52	Firmicutes
SHCeC12.Bin29	143	55	Firmicutes
SHCeC12.Bin32	108	40	Firmicutes
SHCeC12.Bin33	37	22	Firmicutes
SHCeC12.Bin36	43	17	Actinobacteriota
SHCeC12.Bin39	40	22	Firmicutes
SHCeC12.Bin49	211	72	Bacteroidota
SHCeC12.Bin5	68	32	Firmicutes
SHCeC12.Bin56	24	12	Actinobacteriota
SHCeC12.Bin59	35	21	Firmicutes
SHCeC12.Bin6	65	38	Firmicutes
SHCeC12.Bin65	153	51	Firmicutes
SHCeC12.Bin66	103	41	Firmicutes
SHCeC12.Bin72	74	44	Firmicutes
SHCeC12.Bin75	51	34	Firmicutes
SHCeC12.Bin77	43	24	Firmicutes
SHCeC12.Bin8	125	60	Bacteroidota
SHCeC12.Bin80	72	28	Firmicutes
SHCeC12.Bin84	86	47	Firmicutes
SHCeC12.Bin90	275	91	Bacteroidota
SHCeC12.Bin94	82	31	Firmicutes
SHCeC12.Bin96	17	15	Firmicutes
SHCeC15.Bin16	86	44	Firmicutes
SHCeC15.Bin19	63	39	Firmicutes
SHCeC15.Bin2	119	40	Firmicutes
SHCeC15.Bin22	73	35	Firmicutes
SHCeC15.Bin28	87	47	Bacteroidota
SHCeC15.Bin32	35	27	Firmicutes
SHCeC15.Bin36	69	46	Firmicutes
SHCeC15.Bin38	117	50	Firmicutes
SHCeC15.Bin41	90	38	Firmicutes
SHCeC15.Bin45	42	21	Firmicutes
SHCeC15.Bin46	55	30	Firmicutes
SHCeC15.Bin47	100	47	Firmicutes
SHCeC15.Bin49	138	64	Firmicutes
SHCeC15.Bin53	179	73	Bacteroidota
SHCeC15.Bin58	126	52	Firmicutes
SHCeC15.Bin60	108	48	Bacteroidota
SHCeC15.Bin63	144	64	Firmicutes
SHCeC15.Bin72	49	34	Proteobacteria
SHCeC15.Bin74	70	35	Firmicutes
SHCeC15.Bin78	48	24	Desulfobacterota
SHCeC15.Bin8	17	11	Actinobacteriota
SHCeC16.Bin101	137	63	Bacteroidota
SHCeC16.Bin105	67	37	Bacteroidota
SHCeC16.Bin107	67	38	Bacteroidota
SHCeC16.Bin108	199	73	Bacteroidota
SHCeC16.Bin110	157	64	Firmicutes
SHCeC16.Bin114	116	43	Firmicutes
SHCeC16.Bin117	67	27	Firmicutes
SHCeC16.Bin12	78	37	Firmicutes
SHCeC16.Bin121	83	39	Actinobacteriota
SHCeC16.Bin124	33	22	Firmicutes
SHCeC16.Bin125	53	22	Actinobacteriota
SHCeC16.Bin14	36	24	Firmicutes
SHCeC16.Bin16	63	37	Firmicutes
SHCeC16.Bin22	93	44	Firmicutes
SHCeC16.Bin23	128	56	Bacteroidota
SHCeC16.Bin28	70	36	Firmicutes
SHCeC16.Bin30	68	36	Firmicutes
SHCeC16.Bin31	105	48	Firmicutes
SHCeC16.Bin36	115	58	Bacteroidota
SHCeC16.Bin39	148	45	Firmicutes
SHCeC16.Bin4	30	19	Firmicutes
SHCeC16.Bin42	70	38	Bacteroidota
SHCeC16.Bin43	134	59	Bacteroidota
SHCeC16.Bin52	37	23	Firmicutes
SHCeC16.Bin53	151	50	Firmicutes
SHCeC16.Bin58	26	14	Firmicutes
SHCeC16.Bin6	85	42	Firmicutes
SHCeC16.Bin64	106	44	Firmicutes
SHCeC16.Bin65	131	59	Firmicutes
SHCeC16.Bin66	148	70	Bacteroidota
SHCeC16.Bin67	68	28	Firmicutes
SHCeC16.Bin71	162	69	Firmicutes
SHCeC16.Bin78	68	24	Firmicutes
SHCeC16.Bin82	36	25	Firmicutes
SHCeC16.Bin84	40	16	Actinobacteriota
SHCeC16.Bin87	13	9	Firmicutes
SHCeC16.Bin91	119	50	Firmicutes
SHCeC16.Bin95	66	30	Spirochaetota
SHCeC16.Bin97	85	37	Firmicutes
SHCeC17.Bin102	19	13	Firmicutes
SHCeC17.Bin103	191	80	Bacteroidota
SHCeC17.Bin104	47	30	Firmicutes
SHCeC17.Bin106	90	41	Bacteroidota
SHCeC17.Bin107	13	9	Firmicutes
SHCeC17.Bin11	41	24	Firmicutes
SHCeC17.Bin112	100	46	Firmicutes
SHCeC17.Bin113	89	38	Actinobacteriota
SHCeC17.Bin13	120	55	Bacteroidota
SHCeC17.Bin14	78	37	Firmicutes
SHCeC17.Bin24	190	73	Bacteroidota
SHCeC17.Bin25	111	47	Firmicutes
SHCeC17.Bin26	29	14	Actinobacteriota
SHCeC17.Bin35	50	29	Firmicutes
SHCeC17.Bin45	86	37	Actinobacteriota
SHCeC17.Bin46	116	46	Firmicutes
SHCeC17.Bin5	106	54	Firmicutes
SHCeC17.Bin54	72	38	Firmicutes
SHCeC17.Bin55	51	25	Firmicutes
SHCeC17.Bin60	52	33	Firmicutes
SHCeC17.Bin61	83	37	Firmicutes
SHCeC17.Bin64	24	13	Actinobacteriota
SHCeC17.Bin65	143	74	Bacteroidota
SHCeC17.Bin68	49	25	Firmicutes
SHCeC17.Bin7	46	23	Firmicutes
SHCeC17.Bin71	36	20	Firmicutes
SHCeC17.Bin74	119	57	Bacteroidota
SHCeC17.Bin77	132	48	Firmicutes
SHCeC17.Bin78	83	37	Firmicutes
SHCeC17.Bin81	118	51	Firmicutes
SHCeC17.Bin83	149	61	Bacteroidota
SHCeC17.Bin97	23	13	Proteobacteria
SHCeC17.Bin99	225	95	Bacteroidota
SHCeC18.Bin109	81	34	Firmicutes
SHCeC18.Bin11	100	42	Firmicutes
SHCeC18.Bin110	52	30	Firmicutes
SHCeC18.Bin15	145	68	Bacteroidota
SHCeC18.Bin25	21	16	Firmicutes
SHCeC18.Bin36	87	51	Firmicutes
SHCeC18.Bin39	80	42	Firmicutes
SHCeC18.Bin40	129	47	Firmicutes
SHCeC18.Bin41	116	61	Firmicutes
SHCeC18.Bin45	35	16	Actinobacteriota
SHCeC18.Bin46	76	27	Desulfobacterota
SHCeC18.Bin53	14	9	Firmicutes
SHCeC18.Bin55	42	17	Desulfobacterota
SHCeC18.Bin68	39	21	Firmicutes
SHCeC18.Bin69	171	70	Bacteroidota
SHCeC18.Bin7	24	15	Firmicutes
SHCeC18.Bin71	29	15	Actinobacteriota
SHCeC18.Bin73	46	25	Firmicutes
SHCeC18.Bin74	58	31	Firmicutes
SHCeC18.Bin78	37	15	Actinobacteriota
SHCeC18.Bin81	61	33	Firmicutes
SHCeC18.Bin82	26	17	Actinobacteriota
SHCeC18.Bin83	29	14	Firmicutes
SHCeC18.Bin84	120	61	Firmicutes
SHCeC18.Bin85	84	36	Firmicutes
SHCeC18.Bin87	140	72	Firmicutes
SHCeC18.Bin91	24	15	Firmicutes
SHCeC18.Bin94	120	51	Firmicutes
SHCeC18.Bin98	39	22	Firmicutes
SHCeC18.Bin99	84	36	Firmicutes
SHCeC24.Bin10	89	39	Firmicutes
SHCeC24.Bin104	79	32	Desulfobacterota
SHCeC24.Bin105	156	50	Firmicutes
SHCeC24.Bin109	132	53	Firmicutes
SHCeC24.Bin110	49	24	Actinobacteriota
SHCeC24.Bin113	34	14	Actinobacteriota
SHCeC24.Bin124	42	27	Firmicutes
SHCeC24.Bin125	215	79	Bacteroidota
SHCeC24.Bin126	242	60	Firmicutes
SHCeC24.Bin127	117	50	Firmicutes
SHCeC24.Bin13	171	69	Bacteroidota
SHCeC24.Bin130	105	52	Firmicutes
SHCeC24.Bin137	174	66	Bacteroidota
SHCeC24.Bin140	209	85	Bacteroidota
SHCeC24.Bin141	29	18	Actinobacteriota
SHCeC24.Bin147	38	20	Firmicutes
SHCeC24.Bin149	125	41	Firmicutes
SHCeC24.Bin15	35	22	Firmicutes
SHCeC24.Bin150	75	41	Firmicutes
SHCeC24.Bin155	96	42	Firmicutes
SHCeC24.Bin19	71	37	Firmicutes
SHCeC24.Bin25	50	30	Firmicutes
SHCeC24.Bin26	53	23	Desulfobacterota
SHCeC24.Bin28	60	31	Firmicutes
SHCeC24.Bin3	149	63	Bacteroidota
SHCeC24.Bin35	83	35	Firmicutes
SHCeC24.Bin36	47	21	Actinobacteriota
SHCeC24.Bin40	65	38	Bacteroidota
SHCeC24.Bin41	37	22	Firmicutes
SHCeC24.Bin44	78	34	Actinobacteriota
SHCeC24.Bin45	52	30	Elusimicrobiota
SHCeC24.Bin46	95	44	Bacteroidota
SHCeC24.Bin49	142	46	Firmicutes
SHCeC24.Bin54	94	45	Firmicutes
SHCeC24.Bin55	97	37	Firmicutes
SHCeC24.Bin57	118	55	Bacteroidota
SHCeC24.Bin58	175	67	Bacteroidota
SHCeC24.Bin60	94	46	Firmicutes
SHCeC24.Bin63	18	11	Firmicutes
SHCeC24.Bin64	58	27	Firmicutes
SHCeC24.Bin71	34	18	Firmicutes
SHCeC24.Bin72	57	22	Firmicutes
